numero_cuenta,cliente_id,tipo_cuenta
GB69VLRP020480719243,C00008677,corriente
GB61HXSO160578564408,C00008524,corriente
GB39AOBG036887823518,C00071316,nomina
GB30XVMD626616328007,C00002822,ahorro
GB77MGJJ624897235038,C00022605,ahorro
GB80BHBX364350213390,C00029113,corriente
GB81FDQR869874653652,C00073583,corriente
GB15EWQY865251486212,C00007824,chequera
GB77BYNX642046303874,C00017043,ahorro
GB33XDHT550968129684,C00004955,corriente
GB55ZAJG004005847349,C00078462,ahorro
GB93KCFG778022305021,C00049509,chequera
GB77LNOM913885399222,C00098520,dolares
GB55PYVC033944532046,C00014413,ahorro
GB83GIRD681979175372,C00038759,ahorro
GB71TJFJ561442557715,C00041394,corriente
GB74NBRX127808784958,C00042843,chequera
GB29FJNL665220866017,C00054432,dolares
GB58GLEA744523349765,C00053180,nomina
GB68MHYD901540802078,C00068372,ahorro
GB33MTTW629156357561,C00066706,nomina
GB39KQAZ674152597091,C00057549,dolares
GB18PUOC088961246557,C00026566,ahorro
GB38ZLAF675045357965,C00004659,chequera
GB08KTMM961075341578,C00059796,corriente
GB41EOHL419586368771,C00083078,ahorro
GB78HXHN227048548873,C00002516,dolares
GB49OVZI038737367056,C00000992,chequera
GB43DDVY966587526095,C00016022,ahorro
GB57RCTZ670908163395,C00057849,chequera
GB10AWDC292750742649,C00032121,corriente
GB24EEGD335270345609,C00050780,corriente
GB38ZXFO089160006966,C00035383,ahorro
GB76EQLY969863084027,C00038825,dolares
GB59SOYZ231227534001,C00017934,ahorro
GB69JTBY751244110337,C00059009,dolares
GB89WAGL169535499631,C00091667,ahorro
GB65JTLL015545384669,C00088743,nomina
GB13ZNMH108299758322,C00072723,corriente
GB46PHIO956609233082,C00059613,chequera
GB70MDCW366153974478,C00072307,nomina
GB29ZHWC896106498005,C00048097,corriente
GB21WAMH055506093745,C00042702,ahorro
GB05IFCA881449314478,C00030664,corriente
GB15YZCN085906813660,C00025447,corriente
GB34MNKG874533001816,C00069942,ahorro
GB10TURS934834310068,C00066552,ahorro
GB55FGRN673226033720,C00045387,dolares
GB44DWQF897026612262,C00005541,chequera
GB30WCKG094075103585,C00036901,chequera
GB39IIQV362005687090,C00039662,chequera
GB41KGFD175717209669,C00015085,nomina
GB19QAFU781746136788,C00063769,dolares
GB35MRLG317325624021,C00078483,ahorro
GB81MHQW474378277058,C00084292,ahorro
GB43SVZV630072424890,C00023616,dolares
GB71LSDB780351972075,C00042084,dolares
GB56VZTL469839035002,C00014372,chequera
GB02FSQD164757048768,C00018943,corriente
GB78FLFS629772327107,C00080198,dolares
GB67XZGA077274144255,C00011194,dolares
GB77YHMY801979394688,C00014930,nomina
GB77AEIL834669776486,C00086293,dolares
GB97FEST918505190990,C00026346,nomina
GB54CDDY582489835246,C00092296,ahorro
GB30BFWH525627086457,C00085027,dolares
GB34VUHP471578310971,C00095734,ahorro
GB53IPPF806063371020,C00030363,chequera
GB80RKQM754106014698,C00062582,nomina
GB13FPFK104429557418,C00051829,ahorro
GB65DKYZ986370254283,C00028715,nomina
GB75SKOC890324341404,C00076275,corriente
GB92IEUI404159496300,C00081799,ahorro
GB54YBUV926260349754,C00031963,corriente
GB77XKEG857154036250,C00097471,chequera
GB53KFGK875047712639,C00090178,corriente
GB33UECB075941178485,C00032317,dolares
GB32ZVDV257855484328,C00026901,ahorro
GB56KNQF233218191483,C00023719,nomina
GB78FXJI940669666452,C00047424,corriente
GB38VIKT924096486996,C00073356,chequera
GB62VQKN958901359291,C00093552,corriente
GB13QNUU688755930851,C00085758,chequera
GB92RZUE829781055551,C00096935,corriente
GB47GZOJ671605610229,C00009918,corriente
GB58CHLQ393142349249,C00066148,dolares
GB29RLGS834617502011,C00059078,chequera
GB98IDNG813054408517,C00078795,corriente
GB44OXXB272469334637,C00025506,chequera
GB73VEVI073329656476,C00051870,dolares
GB39DQMC830403069443,C00049698,dolares
GB31OKUN071639464325,C00042518,nomina
GB78EWLO008720343555,C00032537,chequera
GB25INOL896253765088,C00047881,dolares
GB57UHBO203640635428,C00048251,chequera
GB88EJNJ512612915875,C00002600,corriente
GB53OVZA498545096624,C00045605,nomina
GB33MKBU185420992547,C00056490,chequera
GB78OMTV070114024871,C00042848,chequera
GB03PMVC839957118148,C00026709,corriente
GB36XNCH618564055124,C00094781,corriente
GB64XGNK824884400653,C00048668,dolares
GB47ADLH059998013953,C00009557,ahorro
GB74JHSB577876597818,C00001411,corriente
GB86WGCM875000125760,C00086475,corriente
GB20JZGO270921196672,C00037826,corriente
GB42SVTO354555623513,C00032519,ahorro
GB95JJJN692004246765,C00052171,chequera
GB94ZWVZ367445150104,C00073964,ahorro
GB45KWGB365729039116,C00085503,chequera
GB10GDAE677090246029,C00005776,ahorro
GB70KNVN868222229669,C00098776,corriente
GB30XUVM906656642906,C00007841,nomina
GB62GGRA526020883642,C00055779,ahorro
GB58PBCA991134431668,C00082952,dolares
GB51KLJM711032085091,C00000089,dolares
GB57RRKL479907370312,C00058132,ahorro
GB81UUEI798154980190,C00037393,chequera
GB54IHPJ151374856864,C00095642,chequera
GB66JGWF885353973445,C00035290,corriente
GB16JYJQ375630160381,C00054246,dolares
GB21LVTY632738611180,C00026903,corriente
GB17OGNE513911740724,C00055439,corriente
GB33MPRB468196995854,C00069317,dolares
GB71JKIL962777688522,C00046657,nomina
GB77EXVU512320875677,C00040722,chequera
GB72QZQC631054436077,C00099626,chequera
GB44AWMQ569704704383,C00020459,nomina
GB59CHER309694384357,C00039743,corriente
GB77GCPP163980204209,C00027946,nomina
GB21IIEO561043385041,C00090754,dolares
GB30LGCI434723572197,C00011083,chequera
GB71HSUW168827192147,C00027071,corriente
GB96ENUT332761482716,C00046858,nomina
GB66LPXY813186668594,C00045748,ahorro
GB54JOTW103932544058,C00083483,ahorro
GB39AWEE845595008033,C00074842,ahorro
GB76ARJS286204498577,C00065500,nomina
GB98QAKO787065514694,C00058511,nomina
GB92SMJH202008139143,C00038266,dolares
GB45BKOU764851225587,C00035895,chequera
GB67MAZC953289495449,C00009849,corriente
GB60JDFX757944684686,C00021612,chequera
GB37HIUC119312184885,C00079752,nomina
GB94TDIL755761473396,C00055778,nomina
GB77MZPK546486927576,C00084030,ahorro
GB98RNNM884375682203,C00062274,ahorro
GB10XLIQ637470140047,C00062490,dolares
GB47INZL764797270042,C00097070,corriente
GB58NLIP821665946172,C00076549,corriente
GB53YOOZ120290922661,C00041844,corriente
GB73QBZY963717429898,C00083789,dolares
GB02HMGP146106705862,C00058326,nomina
GB64BCPE528562493222,C00006715,dolares
GB03NTKY996259188786,C00024493,chequera
GB51EDVH627037869737,C00070389,chequera
GB30PGFF854873366336,C00039305,chequera
GB03JXJT244627661823,C00020317,corriente
GB97OAZP348016169030,C00069210,dolares
GB11TNMR170670122310,C00051959,nomina
GB09AFQV080571068944,C00023327,corriente
GB65CDFM430533842940,C00067998,nomina
GB41FLYH395653779211,C00032771,chequera
GB45PSRU610895752308,C00083839,dolares
GB31USEZ363604994070,C00074032,nomina
GB13GXTI412711581928,C00054978,dolares
GB28IHWT675834223593,C00068578,chequera
GB45YCWN261622065977,C00060352,chequera
GB26DAQN278237056992,C00015058,dolares
GB97NEHB439832094677,C00026467,nomina
GB58MQUO328859071595,C00026536,corriente
GB35IAJG204498238745,C00041486,dolares
GB02UAZT832342410385,C00082084,nomina
GB74UVGJ667464996550,C00062042,corriente
GB69DOIL808917031089,C00080814,dolares
GB21RNQV414438528456,C00096540,dolares
GB92CIZH047484754747,C00089141,ahorro
GB14AWPY403935641195,C00087474,ahorro
GB55UXAH521155604664,C00044025,nomina
GB27PTRI644477086290,C00005351,ahorro
GB65JEJG545056850542,C00039013,dolares
GB26UTZI755239020016,C00020150,ahorro
GB23WTOS211475905843,C00037130,chequera
GB77MJMA789061306329,C00072173,chequera
GB48KOED889663192633,C00093518,chequera
GB73RFTB664043687179,C00027664,chequera
GB49MDTY361520768919,C00099208,dolares
GB75LIQS763343466996,C00039951,dolares
GB56JLXG599974153881,C00070827,dolares
GB47XCYL170896349809,C00077598,ahorro
GB65HLHS342417726452,C00025451,nomina
GB32POFM525367236622,C00014241,nomina
GB66ONET113851993304,C00013683,chequera
GB41MTQV281486464744,C00009887,chequera
GB63IBOZ390663225704,C00077647,dolares
GB74YJBU854405417865,C00048793,ahorro
GB07WAVB588047369725,C00077321,corriente
GB96WAOX202900467242,C00067393,ahorro
GB55BBZJ128940350175,C00008692,dolares
GB93MPUP717173101895,C00043218,chequera
GB77UXBH951779848640,C00067354,dolares
GB20QMFT753675465965,C00048725,corriente
GB20IREW430179016628,C00031685,ahorro
GB10YLRP446080728640,C00052237,chequera
GB17ROQO838784350710,C00048071,ahorro
GB24XBSM012311607837,C00012359,nomina
GB41ELKQ147472796227,C00079458,nomina
GB79GPOQ211291094196,C00092770,dolares
GB92IHGJ051684879320,C00075983,corriente
GB11PDGQ957940472725,C00012740,corriente
GB91XTLQ527416547061,C00037361,chequera
GB78JQLP628956989775,C00078720,dolares
GB35IDAA741631910951,C00094042,corriente
GB71LBXO245079638391,C00066462,dolares
GB90XKYC199830808114,C00011880,nomina
GB11OSQB083590293186,C00013693,corriente
GB32DBOX652042654163,C00059018,corriente
GB52WUOI954660019692,C00047254,nomina
GB04HEZJ423950656033,C00012073,chequera
GB13CLSV271876929517,C00025627,corriente
GB63VEMP735866897608,C00085597,dolares
GB44KZEZ977753673742,C00003363,dolares
GB06NGHV782371929540,C00078429,ahorro
GB48CBWS958526860880,C00020108,dolares
GB25GEUT648354767706,C00080706,chequera
GB84NLEI193844734052,C00076383,nomina
GB31PZFO242231767466,C00034617,nomina
GB34WJKR570024880825,C00039974,nomina
GB50EGJJ083782648543,C00092744,nomina
GB32DXPZ141730163944,C00046388,chequera
GB24IZGB267849360160,C00015313,chequera
GB23LAEM915967958449,C00000915,corriente
GB46SZZN977552482355,C00094625,corriente
GB50BICI454415853470,C00045317,ahorro
GB20JOFS496898769714,C00051553,chequera
GB30WYOO762329806127,C00016417,chequera
GB92SODA389257987468,C00090001,nomina
GB91PAZJ116504511311,C00068940,corriente
GB69CITK447048429116,C00001440,corriente
GB06SEZX352349552625,C00041679,chequera
GB95NLYL197643395334,C00077620,nomina
GB39FWEV521225430589,C00095102,ahorro
GB76IFJX238783988160,C00079648,chequera
GB96QGZL083312572313,C00068998,corriente
GB58XXCF389019252232,C00022615,nomina
GB65NXUT119975561717,C00036003,nomina
GB60GRCW814693003741,C00044609,nomina
GB68NHQO352911239798,C00057402,dolares
GB02YKOK513120045721,C00094221,chequera
GB27HGYE894894938554,C00063834,ahorro
GB18HMCY185029350807,C00026183,dolares
GB52LJVU740333457306,C00012219,ahorro
GB72CBJT722976336737,C00011203,dolares
GB94QACG976645043121,C00007503,nomina
GB34ODZB190707661463,C00024709,dolares
GB94WFCO381448648914,C00078389,chequera
GB07HBJT719307838523,C00019298,chequera
GB48LWBT131902916317,C00024743,chequera
GB36DBVA433118250136,C00096424,nomina
GB20LGUV926770773505,C00059004,corriente
GB19AVIS668659415436,C00042482,nomina
GB60JUUI409307991720,C00033149,chequera
GB96HAKJ528891579977,C00032916,chequera
GB87AUDY772382114163,C00009334,nomina
GB88YJNO293148676132,C00050517,ahorro
GB15KQKW081537940252,C00065121,ahorro
GB22DDLB885824329953,C00074599,dolares
GB65EVPU886215261244,C00025596,dolares
GB40XNFN547288945428,C00028648,ahorro
GB78DPGX540481771591,C00070260,chequera
GB18IUYK332590191233,C00067256,chequera
GB09JVVR867692572667,C00033027,dolares
GB13LUIX813932181542,C00081860,dolares
GB24HDHE541281936895,C00070130,corriente
GB84WSFD125384018436,C00082844,chequera
GB94SKWS633297527579,C00031867,chequera
GB13FKSN992208570398,C00043184,corriente
GB21ZKTL442639311605,C00094771,chequera
GB16DWWM936229953479,C00057714,ahorro
GB46ZWBU293176935284,C00059926,chequera
GB81TDTP913811338083,C00051767,dolares
GB52OROW048062134561,C00009663,dolares
GB46BJZK902612950600,C00034621,ahorro
GB11XAVH743224111594,C00009203,corriente
GB62OOPN713727078946,C00020583,nomina
GB93YEVN140549075001,C00059855,ahorro
GB49RBFZ449961354685,C00074084,nomina
GB85NMGA145211751533,C00069148,ahorro
GB90TSLD050190023365,C00066930,ahorro
GB65HPDU770723606185,C00062676,chequera
GB67CGIC610302143065,C00017196,nomina
GB90XHVO744892177712,C00092746,chequera
GB08SOGC751506345239,C00064652,nomina
GB22CAIB092062462909,C00055466,chequera
GB88BQKJ466959770095,C00075136,nomina
GB07YYIG789453904523,C00011252,ahorro
GB25YLTI950407106410,C00037407,dolares
GB74HPNU267636922580,C00038443,ahorro
GB59YUMG038449897686,C00087621,dolares
GB23RDQT843323546775,C00018816,corriente
GB15XUQN587455567653,C00011824,chequera
GB65IBAN365245857589,C00095430,corriente
GB42ZIPK439964206212,C00081347,ahorro
GB17DNRC304662050376,C00043841,corriente
GB61OYPL860703654241,C00012641,dolares
GB93CCDR293911852778,C00059917,corriente
GB55BQCA898940350270,C00021028,nomina
GB47DCMR739563716385,C00091699,nomina
GB04ZAXQ286733315145,C00022745,corriente
GB90MHMB972850305681,C00064139,ahorro
GB17LFZG376302012594,C00006106,dolares
GB92TKCH614186742310,C00028991,nomina
GB06WOQL638626178838,C00022507,dolares
GB12FGDH086684243988,C00031647,ahorro
GB82SUTY432183937274,C00029905,ahorro
GB68YURE932309098094,C00022111,chequera
GB94MOTN410472494860,C00055029,dolares
GB35LVPP605893702569,C00060062,chequera
GB64WRBX913933517338,C00017640,nomina
GB09GGZT362234492361,C00031055,corriente
GB92LVZP600098224477,C00043735,chequera
GB35GJKL008190668938,C00038684,ahorro
GB40RBQP707559782249,C00077841,corriente
GB28HLGO828157111704,C00083138,corriente
GB30OMVZ514459044870,C00099882,chequera
GB45AHKW396202239241,C00072386,ahorro
GB89APNA708314259795,C00036617,corriente
GB24PQIG112271319777,C00064402,chequera
GB37XMZB009283966127,C00004754,nomina
GB33OZZT648221670439,C00074868,ahorro
GB13YETL614656623867,C00052513,corriente
GB35DBNV670668769772,C00017219,nomina
GB83JGSP718970839983,C00007058,chequera
GB59SXEH872950640012,C00094953,chequera
GB90WQSR294051976995,C00083572,ahorro
GB46VBYW293054882287,C00080929,chequera
GB50PHVO182835925105,C00043875,corriente
GB86GGEU038371835873,C00085714,corriente
GB02SMEF048478007636,C00064532,dolares
GB49ZEPT425707904517,C00033249,chequera
GB46UFSB109004869484,C00049578,corriente
GB75CCXW791060155397,C00001202,corriente
GB68VMMY895766159580,C00064944,chequera
GB66LLAK260717550366,C00008219,nomina
GB53YZDY983681828985,C00013293,chequera
GB62VGQC859961280164,C00009695,nomina
GB21JIVJ797394973862,C00003225,dolares
GB70FRXK964444590870,C00088517,nomina
GB53XHFJ798022326133,C00051982,corriente
GB19TAFC748423086940,C00072660,corriente
GB84LXGL464556555074,C00084917,chequera
GB74HLKB969391749940,C00081872,corriente
GB03ERIG542857562365,C00059640,chequera
GB34RIVJ076391723648,C00032526,ahorro
GB89KHMK641686818048,C00095082,corriente
GB18LDQD545013581053,C00023537,ahorro
GB38YVWH295412357034,C00076121,dolares
GB14PPEE647622748071,C00049116,nomina
GB86ILUU204188414217,C00012171,chequera
GB90AHQW785499580042,C00077417,ahorro
GB90ACLR445721799428,C00084740,ahorro
GB57PWNO084268276225,C00033665,nomina
GB24NOTE126792796433,C00005394,chequera
GB21TQFR172226314711,C00078510,corriente
GB38CXBL711347082130,C00056661,dolares
GB20SUFT910983621692,C00012625,chequera
GB96WZUV971402265566,C00054150,nomina
GB12AAWL170872724905,C00060684,chequera
GB71HOET507586093322,C00027363,nomina
GB88WNCA000149968643,C00058154,chequera
GB30DVRS899531588636,C00031672,corriente
GB93SIFL836994106894,C00064616,chequera
GB85ZERW569686349878,C00085641,chequera
GB77VASA713279796337,C00058566,nomina
GB90AJPZ718233687032,C00076806,ahorro
GB67HHUO306490697366,C00031589,chequera
GB72MTLG266157500120,C00063140,chequera
GB22QIEM338523682152,C00092795,ahorro
GB91RVVN300272555069,C00056593,corriente
GB64BRTH616041037804,C00015168,corriente
GB71COOI821739451415,C00000518,chequera
GB88ADXW264507840559,C00010768,chequera
GB21MQJK229573303075,C00084376,chequera
GB89GMWN850016122060,C00050460,chequera
GB03FJOB379823528857,C00008464,dolares
GB21YPRV715057913071,C00064761,corriente
GB81ARKA688392185966,C00052219,corriente
GB57XOKK963247718966,C00023391,corriente
GB67HOLO387656236672,C00071553,dolares
GB62THQD163319702322,C00042631,nomina
GB60QVKJ623846094404,C00043980,corriente
GB23FHEE027685769494,C00011717,dolares
GB24IEMX756440192977,C00023264,corriente
GB28VFQV929052826022,C00031406,nomina
GB84RFMH108807110249,C00034158,nomina
GB10LQWQ830055682301,C00020236,chequera
GB95BGNQ022620328134,C00059347,ahorro
GB80EYEK731485900106,C00069520,nomina
GB42OWMZ018327622676,C00094991,nomina
GB91HLVG304118545843,C00083965,ahorro
GB40QNXM509676292751,C00009843,dolares
GB83BXDD064617521562,C00085586,ahorro
GB81RIVG856836521198,C00066855,corriente
GB62TKTP200868031068,C00057826,chequera
GB45IBJI219949329136,C00038038,corriente
GB67WLTC128697556080,C00057861,dolares
GB04ELVK821298434308,C00008874,nomina
GB88PUBQ846753209747,C00079521,nomina
GB51XNUO844329581031,C00077161,corriente
GB29FZUN654206632870,C00047077,ahorro
GB05DIUT773933108743,C00094949,chequera
GB22SNKL885031864347,C00059365,dolares
GB08SXKT557487734575,C00097320,dolares
GB40APGG349589012398,C00064106,chequera
GB95NHYB163541260304,C00043511,dolares
GB87CDHU985173503545,C00039465,dolares
GB74LLQQ497668581301,C00050435,nomina
GB18PCGS512682966106,C00035000,nomina
GB44SFPZ442659283817,C00006192,ahorro
GB65ARLM226306166870,C00040597,chequera
GB94HUKS449647168492,C00090345,nomina
GB70WKWU367952444663,C00025552,chequera
GB20OISM272459355069,C00074789,ahorro
GB39CIXB865918823118,C00092412,nomina
GB41RBFC479308828995,C00065221,chequera
GB25JYED893067306383,C00001566,chequera
GB33VFFN872801995416,C00020334,corriente
GB86YGBO710057977956,C00073925,chequera
GB90QPFR611244334490,C00054596,nomina
GB56PXKG747046231679,C00000050,ahorro
GB15KFKB331163903037,C00036959,dolares
GB88WCGQ297089434171,C00059332,dolares
GB20MSFV303909812126,C00088488,corriente
GB64DHFZ378021177251,C00071797,ahorro
GB03MFPZ503265099955,C00038942,dolares
GB89IXWT141669853555,C00025024,nomina
GB67IWKE354794763309,C00042684,corriente
GB83JXBQ038259196987,C00042618,ahorro
GB51TACT670786301850,C00000694,corriente
GB41PQYV488540556873,C00083480,nomina
GB24XYYL957301504664,C00031014,nomina
GB13PQOU963915867629,C00063832,corriente
GB70XSBJ359358839631,C00088711,corriente
GB61ATZU382003534729,C00004266,dolares
GB58DXOH380793264938,C00062529,nomina
GB95RKKT998996257185,C00023469,chequera
GB86JXGS153137623050,C00046071,chequera
GB97BUXS983783399211,C00043237,ahorro
GB93GNRY201236546251,C00054892,ahorro
GB96JTRD747899084249,C00068776,ahorro
GB87OHDW877036004617,C00012895,nomina
GB71UBRS980083805896,C00058119,nomina
GB50VUOU458126598521,C00042391,corriente
GB17EILE472957078864,C00099377,nomina
GB63LICO848550058148,C00030577,nomina
GB17DHHT098722248446,C00081262,nomina
GB20YKZH816414735051,C00000382,dolares
GB77BQUS067311320529,C00053051,dolares
GB79ILYG200164042189,C00072339,chequera
GB11BKTS216248286036,C00097324,corriente
GB27TXTB019276742998,C00002198,corriente
GB04KQWP092838671478,C00021054,chequera
GB87FRBA875811606590,C00083691,ahorro
GB69HMPE877299800615,C00080115,ahorro
GB86COZR273622624529,C00077907,nomina
GB57VHCQ538370403482,C00041002,nomina
GB03AGUB782181426877,C00021017,nomina
GB21XRTE522023916666,C00078281,corriente
GB95LURY274376995910,C00055092,nomina
GB88HVRU227331921416,C00096445,ahorro
GB88STBP141486996836,C00084490,corriente
GB52XXGW837626610951,C00047092,corriente
GB52HDAJ491909257267,C00001687,chequera
GB02GWTC758965816718,C00036906,ahorro
GB19VLCS027906645164,C00080885,nomina
GB39YOLG187518899515,C00010402,nomina
GB24TYIA748669520405,C00055696,nomina
GB98IGYV159180460876,C00014228,corriente
GB20VJHC097319003673,C00079039,dolares
GB05IGJR907786573894,C00060707,chequera
GB22UJFA312394837793,C00014922,ahorro
GB34LZMF368284293251,C00087133,corriente
GB36FCIV913860765715,C00028786,corriente
GB03KKHR013342772191,C00024489,corriente
GB29OQDE783318766624,C00066853,ahorro
GB18XFCN912338991351,C00021731,corriente
GB57RRZD910005000116,C00032586,ahorro
GB55ZONG568439596464,C00071024,dolares
GB42FETO263215207688,C00033519,ahorro
GB08GHNQ398761267020,C00030096,ahorro
GB28HKAH865799341725,C00088061,chequera
GB13GTWQ200712086615,C00062984,ahorro
GB31EIXE478311264095,C00082857,chequera
GB45VAPU978368958840,C00069407,ahorro
GB95ILDA239509356971,C00008127,ahorro
GB07ANRI567174923938,C00033686,ahorro
GB92JCSD348024434753,C00079301,corriente
GB39IJRL162437140979,C00085751,ahorro
GB62VTQG364798772669,C00016866,chequera
GB33MKLB321781077980,C00077184,ahorro
GB35QWII948376600306,C00082469,nomina
GB50TXNF649250034165,C00065176,nomina
GB67HGPQ944862168228,C00037221,chequera
GB10DVBZ700519329765,C00069481,dolares
GB52TZAK007503057333,C00066137,chequera
GB04JTJE664105276135,C00071724,nomina
GB96SMHQ506961277849,C00009109,dolares
GB84CHKE560632407547,C00019135,chequera
GB74HKNV778411446501,C00094060,dolares
GB11TNEX717459542237,C00066403,dolares
GB76DETA001101477753,C00077304,chequera
GB49VQEK473017149628,C00067129,dolares
GB76STKJ105026305084,C00072148,corriente
GB06UINS939560826759,C00021747,dolares
GB83KTFU116176953177,C00015875,corriente
GB09AHPJ557182205107,C00045846,chequera
GB76LJQU918900214212,C00032753,nomina
GB27CLEP059225448553,C00023988,dolares
GB46PGST740113170654,C00016568,nomina
GB50CZAE429502204497,C00099526,corriente
GB94BDDM242854069297,C00050445,nomina
GB74VRQX397985538371,C00023528,chequera
GB51VRQP918951588164,C00032328,dolares
GB16UMRS208451740574,C00043025,dolares
GB48RQSE302951301764,C00048571,ahorro
GB35NARR904197036687,C00012971,ahorro
GB63MKCG908881567168,C00046358,dolares
GB34YPDE445879578518,C00004578,dolares
GB79JWQF983630567930,C00020912,dolares
GB28YEQW939860838858,C00031995,ahorro
GB31FJDR283922075480,C00009285,ahorro
GB72EDAK181329583693,C00031086,chequera
GB15QTEL726235603448,C00018163,chequera
GB52MFBW361826791501,C00041676,ahorro
GB68NKQD343966443161,C00065893,chequera
GB57WEXR967960991065,C00089433,ahorro
GB68MDPQ715594624839,C00028185,nomina
GB32QDGA720029846923,C00036780,corriente
GB07WKKE596451263638,C00073677,dolares
GB60KQMG138576142792,C00048081,dolares
GB09QILS973939512763,C00085756,corriente
GB52TSZN272094388180,C00096224,corriente
GB42HYTM542291821353,C00075763,ahorro
GB54ZUMK510925636376,C00044830,nomina
GB48HHWP572278804017,C00033865,corriente
GB78HBKD340846388795,C00052930,chequera
GB59VDZX447221647240,C00096131,corriente
GB77QNEV070178889956,C00052101,nomina
GB78KCTX760459666612,C00019120,dolares
GB71HXOB572417919167,C00019536,nomina
GB42WPUR269957160995,C00064627,dolares
GB94AVHG714694953476,C00016128,chequera
GB20RKEN298531883996,C00030477,chequera
GB02ZGPY588904546185,C00059805,corriente
GB12FEJJ200305169376,C00019210,dolares
GB78TKGB683385293217,C00042548,corriente
GB44CKLU072187365000,C00079010,ahorro
GB21FSLL291721514318,C00042789,chequera
GB07IRCZ243720672169,C00038405,nomina
GB61UVVE998926140152,C00030741,chequera
GB27AXSP890807528107,C00025265,corriente
GB04ZKKO375210483960,C00007867,dolares
GB98KZOA912502163994,C00034828,chequera
GB56PQQT532826351448,C00036067,chequera
GB74AREO354940803708,C00071353,nomina
GB24JXIG626794565833,C00017853,ahorro
GB06ICXA679359427688,C00015318,dolares
GB88TDOT188154567054,C00099650,corriente
GB44JTCG845853334876,C00047706,dolares
GB34WBCQ098821073147,C00049101,ahorro
GB28ZFLF176975723274,C00065704,corriente
GB46XEJZ361061561578,C00089830,chequera
GB07CDZK299321892166,C00031388,corriente
GB63LLSY966473806533,C00065220,nomina
GB46ITOJ800625996754,C00052924,corriente
GB83QFKT222689080497,C00057186,ahorro
GB31XDGC382847576206,C00058030,nomina
GB30YOZH108624932915,C00088724,corriente
GB98TCCM599704634743,C00023915,nomina
GB33OQPU441570782110,C00087754,chequera
GB69KCRA796191943821,C00093441,chequera
GB47OFKT561741301135,C00097547,dolares
GB50OLSX966109438563,C00010717,ahorro
GB95MPHC715203790688,C00015718,corriente
GB55DGWK303111536565,C00073291,ahorro
GB92PICM019257915788,C00008240,nomina
GB83JCXW933941670124,C00007835,nomina
GB85YHQH736540747687,C00005443,corriente
GB30PNMW407449543130,C00086678,chequera
GB39NSZU897074349103,C00052630,corriente
GB23PEAW762379327039,C00085317,corriente
GB21LKSN859987041119,C00037224,dolares
GB95OCDB197981610449,C00092513,chequera
GB46LUSN659032665109,C00065675,chequera
GB51VYLJ784911437769,C00072324,ahorro
GB25MCIH212554565292,C00043739,corriente
GB03OUBF673517582839,C00056510,nomina
GB44YLCA789213654435,C00001006,chequera
GB92WLSA434199283238,C00017820,chequera
GB74FUOZ220410737997,C00027717,chequera
GB40NXGV873224267027,C00076404,ahorro
GB95YXPK907274136063,C00021490,dolares
GB02RGHN766579783942,C00027052,dolares
GB24KMDP838691741781,C00050658,corriente
GB43OMYU239659003256,C00015698,dolares
GB49OCPA789571616496,C00090880,chequera
GB86VTOO563535671390,C00088003,chequera
GB83LORS551847182270,C00021102,dolares
GB16TMRR304449386026,C00074402,corriente
GB82ARXT157724688760,C00011619,dolares
GB51PLYP750978155331,C00020406,nomina
GB76GKSX848164326678,C00063370,ahorro
GB35YSTP607717478780,C00025262,corriente
GB96YHDE669774675138,C00017992,corriente
GB45NUZS847680079388,C00012731,dolares
GB79BVPW232059725303,C00022276,chequera
GB56ILGG271680918271,C00095371,dolares
GB58UGHE467769943846,C00015105,nomina
GB09GMPU064440883576,C00059019,corriente
GB76FMAV144606691367,C00075953,chequera
GB26LWFU968325817608,C00005440,dolares
GB25BJNG733358228428,C00046351,ahorro
GB91LSOZ860614939721,C00001465,dolares
GB49FKCZ207416056556,C00057530,corriente
GB88NYFU138956262291,C00027343,corriente
GB80AXBE064146707384,C00094320,chequera
GB35UNUI866142019836,C00061717,corriente
GB76TWUZ728874795437,C00075075,dolares
GB54SGDP336096928722,C00057167,nomina
GB47PAMD273548558376,C00036337,nomina
GB44COSD709736215162,C00095234,dolares
GB21SOFS256576740567,C00012636,dolares
GB25HSOO255249647089,C00042810,nomina
GB43UNHQ183150866192,C00091246,ahorro
GB52LFZT421019874380,C00043293,dolares
GB98DTJP860212240666,C00022423,nomina
GB25YIOJ037074860622,C00049884,dolares
GB61HRHX036004815957,C00011983,ahorro
GB08SRTL963741880570,C00011343,chequera
GB44EXPZ833784712224,C00029882,chequera
GB40VUIS016767817946,C00074583,ahorro
GB75OOKH690382692732,C00074903,dolares
GB73DFZI343683405622,C00009871,chequera
GB35SXKB458437603407,C00038076,ahorro
GB72QMYP214862288863,C00039996,dolares
GB32PQPM782111685574,C00052538,ahorro
GB48FXCC717520184641,C00070129,ahorro
GB25HQUW980223228481,C00054537,nomina
GB12CEML016718128749,C00041257,ahorro
GB89KKZT014407853459,C00009403,dolares
GB17QTUR318642032608,C00035819,dolares
GB87ESQK609542738329,C00095078,chequera
GB55BDJI950586610675,C00060838,corriente
GB43FPAP294384616737,C00071155,chequera
GB68KDLE261639708111,C00060210,chequera
GB98EICU120610828346,C00051496,corriente
GB46TONH612002272697,C00026173,dolares
