usuario_id,cliente_id,telefono,numero_cuenta
US0011074,C00002803,35715972,GB64JTQH973557987925
US0011075,C00007112,95504621,GB19PVXW220378336259
US0011076,C00009172,12088749,GB22RMKR332741042243
US0011077,C00005554,63900248,GB86OWIQ737347882515
US0011078,C00000018,1148189,GB81ZXAB970851247861
US0011079,C00004434,24080692,GB89VKZB712732944856
US0011080,C00002688,13403665,GB67EALY904811644350
US0011081,C00009178,85004052,GB23RVWF702274407882
US0011082,C00007171,80290178,GB31OLYQ205394151404
US0011083,C00009127,71624108,GB81LCPD777092114994
US0011084,C00004122,15797834,GB19ZFYG397432459637
US0011085,C00007839,83664782,GB37ZFBQ805940556367
US0011086,C00005682,88169490,GB55ZVOQ613858909696
US0011087,C00007891,63935155,GB78LWTX352251358691
US0011088,C00006841,91949246,GB52UOVY889765104705
US0011089,C00000681,72763161,GB75PSMB333241497987
US0011090,C00000164,14322482,GB26QTJL929874449197
US0011091,C00000135,28673972,GB41QKQT831886093076
US0011092,C00005343,55744454,GB74EOJS820208946720
US0011093,C00008169,10435759,GB98NKHH694832026363
US0011094,C00007319,9674779,GB52PXJT519060197711
US0011095,C00006595,41654767,GB37STND253682839713
US0011096,C00002785,63254979,GB74YUQW524701318913
US0011097,C00000546,68675960,GB57QEIC994932206085
US0011098,C00003088,69631106,GB53CXRZ812092902018
US0011099,C00001919,67309162,GB04BWFW257936512020
US0011100,C00005916,6773053,GB48GITO988261833855
US0011101,C00007165,83819617,GB92EWGP102702435229
US0011102,C00000836,40269557,GB97LCKX440444178553
US0011103,C00006120,18281673,GB73PBOZ880504828718
US0011104,C00003634,16921002,GB40AXQE619138470740
US0011105,C00007924,90374741,GB51ZXIR515607628171
US0011106,C00003163,57412126,GB94MQFT566747809083
US0011107,C00005573,77905157,GB98TASI183940427820
US0011108,C00004828,97819357,GB84ITRX609645473152
US0011109,C00007957,86231380,GB11LLCP215729058581
US0011110,C00003848,50681592,GB21KJHN202293041594
US0011111,C00006430,37319241,GB18YLFF115980712924
US0011112,C00005424,70820905,GB70BGYH879802200330
US0011113,C00006630,13590264,GB59KZPL257723335558
US0011114,C00007442,60809047,GB35HNPU504887820103
US0011115,C00005499,43122474,GB73FIBH485301329760
US0011116,C00005672,11209226,GB20ZRGJ309952957259
US0011117,C00006889,81861680,GB68LWEI580493879310
US0011118,C00008727,24203256,GB84QQUS251319405487
US0011119,C00007142,46262945,GB77KRTU399784243045
US0011120,C00003301,28998900,GB97ZQYW536933037651
US0011121,C00002602,93216932,GB30QWCU022734890188
US0011122,C00001662,64305596,GB38NEOS000772638280
US0011123,C00002518,912450,GB95QKUO966534051916
US0011124,C00004361,96863407,GB31QTHT869190339478
US0011125,C00000174,88992552,GB94NDEH283883107099
US0011126,C00008323,514749,GB23IUXI793732314830
US0011127,C00003353,3048963,GB60ZSCF083796995079
US0011128,C00002698,40028748,GB56HJET891368021822
US0011129,C00005922,36666559,GB78BTDM370598422636
US0011130,C00004546,41716656,GB96PDRO242823184631
US0011131,C00003279,24888272,GB46JZHX604464730958
US0011132,C00004095,61256333,GB79OERC949479381636
US0011133,C00002737,36969489,GB34RLJM421371695146
US0011134,C00007952,54256901,GB88YGKX561617965030
US0011135,C00000866,72747301,GB07OMPB160862116787
US0011136,C00006601,82658069,GB82ACGP419870415558
US0011137,C00005301,61166778,GB35BPMB490155915889
US0011138,C00007006,21368927,GB08FUJB905437971170
US0011139,C00001631,90542852,GB61UBZK296729820713
US0011140,C00004536,58808572,GB94KNSO101296769278
US0011141,C00004151,79822238,GB29YBQH913435083973
US0011142,C00003839,81050010,GB34YLRP474337457850
US0011143,C00007249,89510825,GB60WLEE630414771605
US0011144,C00002678,33005958,GB03BLXS592067001228
US0011145,C00009554,95441698,GB53AFSG662786983189
US0011146,C00002517,68888328,GB74XNAP173349677530
US0011147,C00001391,60563114,GB51ULSO833111026379
US0011148,C00001960,59913446,GB28EUAU643274760902
US0011149,C00001239,18151421,GB07VKLO550573578906
US0011150,C00006957,29520623,GB41BDZM898635942611
US0011151,C00000024,35702209,GB33VLOX181616620355
US0011152,C00007431,81364670,GB94NYZL022154583284
US0011153,C00009756,69414021,GB34SDXO228319550204
US0011154,C00006189,8294205,GB11CYQD424115100349
US0011155,C00006285,56026257,GB82SVEG098418851325
US0011156,C00001021,15672592,GB16PNTY919831348678
US0011157,C00005622,41386160,GB17OZZP491367063307
US0011158,C00007884,66098180,GB24UYEM631919751036
US0011159,C00002988,45298267,GB72CSGP294514647700
US0011160,C00006591,78961097,GB51VMDY021481856586
US0011161,C00003431,75741916,GB35MNLX447854508954
US0011162,C00006560,8750938,GB80WIRW336649955174
US0011163,C00007569,90673346,GB51AVNF767479630510
US0011164,C00000230,7374744,GB03CCSX830946304350
US0011165,C00009774,47347880,GB81HHLN743171865033
US0011166,C00006605,92323720,GB06KZXY377799768814
US0011167,C00001482,99464134,GB71OCBL470410664589
US0011168,C00001978,97876388,GB03YFXN124928171478
US0011169,C00000482,9832017,GB65OKUW298491193962
US0011170,C00005204,1809432,GB23MJOJ413527765279
US0011171,C00003830,13580290,GB86BZSS673527693601
US0011172,C00000156,80315773,GB82FAUJ204583256810
US0011173,C00002328,93781273,GB84KEFW260894907310
US0011174,C00008724,31471047,GB87BBCQ398600203172
US0011175,C00003425,37267136,GB83VIJG573007420429
US0011176,C00000566,84744188,GB56GGOR099805941462
US0011177,C00004017,86560778,GB30UPQY704574305411
US0011178,C00007981,12378489,GB03TLNS379376364333
US0011179,C00009849,44228755,GB91LIKT642540490154
US0011180,C00001457,8796340,GB69WERS711813428167
US0011181,C00001498,26308816,GB20FAFQ527152233742
US0011182,C00002564,55067716,GB67UHOZ656226210802
US0011183,C00002933,5834416,GB65WZKY072642958495
US0011184,C00009183,24354183,GB49YGUD769765148647
US0011185,C00000967,92368002,GB73KYXP415433197241
US0011186,C00006214,11068533,GB61ACDC882135776982
US0011187,C00006356,56142830,GB57MTTJ788084815183
US0011188,C00002853,89745302,GB10SLLY518377770068
US0011189,C00005200,83530313,GB20CEYS561821866726
US0011190,C00002593,93744797,GB29AYMX589607510724
US0011191,C00005511,47558375,GB41FVNB822468862398
US0011192,C00002401,25683502,GB34BUSL734115809038
US0011193,C00000637,96882019,GB58HMLV139487402595
US0011194,C00008451,63923872,GB57OCLF763238749887
US0011195,C00002302,20466370,GB51HATL549085376186
US0011196,C00001411,9192851,GB12BSYL223058918990
US0011197,C00003511,45295750,GB46UGVO787342907743
US0011198,C00002451,31185954,GB94EBHK590130348248
US0011199,C00000891,73334055,GB33ORRM642001361712
US0011200,C00007408,62198902,GB83BUWV381286148274
US0011201,C00007599,73274024,GB87ERAW631340399991
US0011202,C00000425,82531193,GB53LHZU172835340444
US0011203,C00005313,41301961,GB49DWXS293258092040
US0011204,C00002899,61969795,GB03RRBM424388673788
US0011205,C00000867,36041990,GB17XOHZ309568042047
US0011206,C00004381,38026034,GB33DFWD827518758094
US0011207,C00009791,72859845,GB58BJNN467023758732
US0011208,C00008796,75665196,GB59AHWM784810341625
US0011209,C00000296,98115174,GB83KUJH007605156635
US0011210,C00004560,33429101,GB43KVXP485339643777
US0011211,C00005948,49407706,GB19FKIR933230310413
US0011212,C00001024,22251010,GB87GQRV480988793611
US0011213,C00001257,39566275,GB62JDRC938900974958
US0011214,C00001049,40917472,GB17SYXU149797104999
US0011215,C00002156,5768078,GB78USYU114353575990
US0011216,C00007959,98819634,GB32PTKM931601296070
US0011217,C00001490,40869292,GB23PUIK379001755536
US0011218,C00006249,17681210,GB06PNSA909263221228
US0011219,C00002085,83395477,GB82KDGE382155092635
US0011220,C00003306,7204421,GB83KRJQ349719373310
US0011221,C00004342,38399313,GB33TARO534511615651
US0011222,C00000947,56832900,GB59HHOV591001647502
US0011223,C00006546,17314585,GB12SKTI920514760265
US0011224,C00002109,67588141,GB92INOY604680638927
US0011225,C00008274,6613303,GB30ZGLW163017618426
US0011226,C00005727,10829299,GB15UVDC350949911297
US0011227,C00008909,69975857,GB80JLON124398377756
US0011228,C00006753,76226647,GB18ABVT859676448186
US0011229,C00001249,66218117,GB19BEBJ740666400697
US0011230,C00007863,72587748,GB13KUGT756862187646
US0011231,C00001628,44073761,GB48ZPZN698921092875
US0011232,C00006687,19000158,GB14GHKR806571645324
US0011233,C00005237,39231918,GB14DWNT135549897797
US0011234,C00004486,36227691,GB43WFCN154147089844
US0011235,C00005562,61533300,GB90APFC573750927944
US0011236,C00008549,4562482,GB17NWBX135183063590
US0011237,C00005191,41253777,GB03FYRB933835020321
US0011238,C00002629,88405877,GB92QXYA595428505028
US0011239,C00002681,49303412,GB88QCSY531940680665
US0011240,C00003874,49516919,GB31QYJA075838681796
US0011241,C00003739,78457067,GB30EYAF338636947682
US0011242,C00007783,96630528,GB82HEBT303690995926
US0011243,C00000766,30514984,GB04GVSD548483733346
US0011244,C00000798,90338795,GB37CKAV255714087123
US0011245,C00005196,17026856,GB28BLPY430042808458
US0011246,C00008436,66133819,GB70IJVC766177300826
US0011247,C00009128,17374276,GB22ENUA375943216216
US0011248,C00004952,57164034,GB90XLJV517213160007
US0011249,C00005475,49296941,GB21SMRX829259271520
US0011250,C00006918,80509082,GB33VWEE532373772575
US0011251,C00007298,18794634,GB03RYII878600355251
US0011252,C00003322,85998296,GB25RPLT368695278152
US0011253,C00008817,23818852,GB90AYQT614460112375
US0011254,C00007753,6579898,GB63GKAP457893271335
US0011255,C00003971,24469513,GB79JILW079933363669
US0011256,C00005659,11867341,GB44DLKA544956438857
US0011257,C00002200,70639626,GB40NLLA964076180861
US0011258,C00003766,3238409,GB16VRQG289758353330
US0011259,C00004727,33193353,GB75ZZXL407039707340
US0011260,C00004171,52886008,GB48ZHZR682706873998
US0011261,C00002322,8122452,GB25CWNP951468408583
US0011262,C00006813,28023209,GB38MLEG484391049318
US0011263,C00002539,71264712,GB87HYIR918068881019
US0011264,C00007137,77616056,GB96XXUZ761899409558
US0011265,C00006709,3186634,GB29JLMK520298128319
US0011266,C00004183,15056981,GB05COZK962384781413
US0011267,C00008537,42327510,GB29RPZO303293519629
US0011268,C00000922,42772399,GB33FWLZ513675407577
US0011269,C00009679,38076656,GB36GJFQ007581335251
US0011270,C00008110,2803321,GB77JCID618133641085
US0011271,C00005757,32531223,GB45GSFK747066127239
US0011272,C00007968,91786243,GB70KPHC334595693798
US0011273,C00006161,82420096,GB52GXKL602965470334
US0011274,C00003484,88456224,GB13UOEN773356221022
US0011275,C00005419,72887686,GB30IIDT774315400523
US0011276,C00003852,74548646,GB91ULDK920961965378
US0011277,C00009177,66579871,GB05CIYM223457814252
US0011278,C00001957,9783172,GB79QNJG520502654764
US0011279,C00006867,26637109,GB88ANIC514606473170
US0011280,C00004645,57244491,GB05SNEN016774777867
US0011281,C00006616,6738854,GB40NSZH750745746077
US0011282,C00005859,79174701,GB90DJOH391135851763
US0011283,C00007918,28763726,GB04GCSW125416892258
US0011284,C00003264,73210223,GB38VCCN934577702721
US0011285,C00000417,71806952,GB06TPTP299534445659
US0011286,C00003297,65051617,GB26HUDN884267810251
US0011287,C00001515,92366785,GB96XSCT597248977486
US0011288,C00009445,25523961,GB94UZLY738369771488
US0011289,C00007174,3432779,GB50OLKS373474418337
US0011290,C00004643,87518290,GB90SZJV655875400834
US0011291,C00009187,83621332,GB18PDOX216952976767
US0011292,C00000070,42126840,GB66YTXH937293456028
US0011293,C00000199,95419619,GB53XODN837042724448
US0011294,C00006253,61307093,GB67KHSW616062795093
US0011295,C00008933,75003013,GB88QXBI025476319673
US0011296,C00007935,29622662,GB23YIMO256210261486
US0011297,C00009520,93800253,GB45HDNV269891757664
US0011298,C00003652,83720510,GB38GVYG104210907117
US0011299,C00000939,87700143,GB20UILE541847069259
US0011300,C00003030,19334578,GB76SZFT182004602861
US0011301,C00009051,72184066,GB12ALFH628761690902
US0011302,C00000880,1365538,GB75CCZD370127424893
US0011303,C00006101,87665957,GB41OQPH933210195038
US0011304,C00008619,11848640,GB61VIVJ387750154860
US0011305,C00002927,17253290,GB98BIOT531965686732
US0011306,C00005418,20529687,GB69FRNU799687579967
US0011307,C00000868,77646303,GB64EDWW092505861506
US0011308,C00000638,29851609,GB74SRHW456723945785
US0011309,C00004128,38116542,GB93EAAS941575742381
US0011310,C00009382,91875521,GB53TVAF424861603406
US0011311,C00001366,25766018,GB48TDDI029891402525
US0011312,C00001572,41286082,GB64SSSW982936223294
US0011313,C00000531,20608020,GB30XLFV785593538016
US0011314,C00000547,97134640,GB53XVEK874908722895
US0011315,C00004086,59033681,GB28GRYP772116992001
US0011316,C00004941,52349181,GB86UWPU408318488789
US0011317,C00003921,94279215,GB87JNMV165161663087
US0011318,C00009666,6100897,GB33RMBW384001170788
US0011319,C00007892,17049315,GB93IGZC750339120836
US0011320,C00007461,84052278,GB67SYJI950558652919
US0011321,C00008193,9362141,GB16YLWR835094032710
US0011322,C00009115,55715761,GB87YTWN534965467107
US0011323,C00008716,41756080,GB56ZZZX292877695049
US0011324,C00003760,89347519,GB84GCPC826581177904
US0011325,C00000312,78533271,GB73FZFY689878885388
US0011326,C00005638,85438102,GB73DFFY624583431515
US0011327,C00009266,18373248,GB06RPJW925395793910
US0011328,C00006888,89977133,GB34UAMH788922877429
US0011329,C00007304,5491486,GB57JXVV048085443435
US0011330,C00008582,67468028,GB81FTZC400845633236
US0011331,C00006904,20590214,GB12YDUI757296497845
US0011332,C00003085,74570617,GB36DTCS630049678797
US0011333,C00003747,52132964,GB54BCJQ227284190124
US0011334,C00004999,11819028,GB64JBJB668084892443
US0011335,C00007820,22820990,GB62BWSS208707643019
US0011336,C00002183,31824160,GB82SBDY861694054036
US0011337,C00005004,35390812,GB55BMHR108575736644
US0011338,C00003232,53161612,GB23AGXT702239933427
US0011339,C00002726,65359753,GB93QLCU959414373899
US0011340,C00001331,29318932,GB43HADT194430214347
US0011341,C00002560,53478897,GB83RWHS546048133015
US0011342,C00003811,43299647,GB55LNHE205393926690
US0011343,C00003576,35202245,GB32JQJU295600710434
US0011344,C00000523,14712530,GB74XMPB038653243382
US0011345,C00001633,93690658,GB11TTVB309989511997
US0011346,C00003934,60677623,GB95RIVN317331626374
US0011347,C00006400,97908338,GB78CNBD510987419928
US0011348,C00009442,38784741,GB04HAPX361871247640
US0011349,C00008876,26947171,GB55XVNA678100699034
US0011350,C00000951,836110,GB81NKMZ994004524798
US0011351,C00001850,88900645,GB13GMAD554489815463
US0011352,C00008412,50474122,GB02WRMR436560693316
US0011353,C00004165,24861834,GB38PTDR279458598902
US0011354,C00007627,48485091,GB08YDNX337787600608
US0011355,C00002995,35174157,GB16CFNF957270629585
US0011356,C00008510,2374214,GB85CLQK305173059443
US0011357,C00005437,31674947,GB18QGGD798140244841
US0011358,C00002486,23561984,GB41VDIX351188997579
US0011359,C00001308,46628754,GB12XEKP608957960316
US0011360,C00007878,19178885,GB03VEJF907393113165
US0011361,C00001670,73595930,GB65KIDJ833675121977
US0011362,C00003175,82782450,GB96JLOS717921165431
US0011363,C00004459,53758916,GB32KRYC128954643084
US0011364,C00000871,67469524,GB08QEAZ415529997244
US0011365,C00006693,48744734,GB64IXLC980397216582
US0011366,C00003201,60082317,GB17COPM999061307317
US0011367,C00007029,59046443,GB74ZAII284396416324
US0011368,C00003597,13282361,GB11FDJA839409719514
US0011369,C00003913,12349916,GB66RURZ208661104860
US0011370,C00001401,94098074,GB76WZUI843153225023
US0011371,C00001281,99542439,GB36CWVI906462458638
US0011372,C00001387,27743082,GB16FMBG085041370076
US0011373,C00007916,7134981,GB20HDBS449566979536
US0011374,C00000497,4666485,GB38FBZB996870718365
US0011375,C00009749,83895241,GB56WUPR248257199145
US0011376,C00007784,66531353,GB25RGSN854886717314
US0011377,C00006764,94599705,GB28BXDD553340377696
US0011378,C00004451,10229758,GB67CEXI241313752996
US0011379,C00000885,59437949,GB15SMID886168468631
US0011380,C00004644,64772055,GB77CJIK190115408536
US0011381,C00005065,49762260,GB46JSNG828556125190
US0011382,C00003492,68609135,GB07XDLY676451763908
US0011383,C00001242,63153053,GB16FCWL894647161436
US0011384,C00003638,42112819,GB72HJYW778485644922
US0011385,C00001553,59620042,GB56HQTE794698804958
US0011386,C00006305,96924031,GB65FGQM660242397620
US0011387,C00000464,81728026,GB44HEEO315132836941
US0011388,C00002538,1570368,GB66XEJS172178680560
US0011389,C00008166,85144630,GB64UARK827875396673
US0011390,C00004982,86221628,GB46LNFR757564522468
US0011391,C00005610,6441028,GB11ESYN124971548578
US0011392,C00001980,36700285,GB79XVTE690784220010
US0011393,C00007098,95287965,GB52FEUU868525037367
US0011394,C00003767,73119381,GB59PNWM305254124222
US0011395,C00008733,20786715,GB95SETP107325711683
US0011396,C00008851,57522821,GB92FRHC457469621433
US0011397,C00004723,30934050,GB87NGRX542784246508
US0011398,C00001580,31674570,GB91MJUX649095339114
US0011399,C00001785,67820448,GB62DMHD571989256093
US0011400,C00008322,84717575,GB84NDRA544660901901
US0011401,C00009816,37422157,GB23OYOK229141087928
US0011402,C00006892,66720923,GB17ILNQ311804492857
US0011403,C00004339,25619014,GB35XBIR213564445414
US0011404,C00007639,49971780,GB31KJNU450054596984
US0011405,C00002288,42216248,GB08RFUV788896193147
US0011406,C00005469,59597126,GB02ZEGX009085130249
US0011407,C00003388,39426280,GB19ZAMN590190063631
US0011408,C00005148,39774422,GB35VNGR604181598746
US0011409,C00007927,62656024,GB83HHOB139237125763
US0011410,C00003401,39398448,GB88VEXZ691662749302
US0011411,C00005079,53206585,GB40NWRL165001268210
US0011412,C00006177,77500081,GB02TKLP681916423032
US0011413,C00003967,77525820,GB85MAMN446395436827
US0011414,C00001601,37723160,GB74HADG739323983531
US0011415,C00003361,15675043,GB95XNLC653554443542
US0011416,C00008698,12622055,GB55CPYC456007483525
US0011417,C00001294,54938247,GB97YAVR913462587455
US0011418,C00002747,13384105,GB31GHUM711928147938
US0011419,C00004115,88286128,GB57RNOJ818790185896
US0011420,C00000586,46363279,GB21QZWZ086463808541
US0011421,C00009850,62913049,GB03TXXJ170237758507
US0011422,C00007103,86319955,GB14MNOO307332765896
US0011423,C00001696,84948335,GB37NAKI317728324783
US0011424,C00002956,32066899,GB75OWZA051063839343
US0011425,C00003927,38147930,GB05YCLI744707743533
US0011426,C00007691,27625032,GB97LZVY881136311501
US0011427,C00002472,18820561,GB28DKPR163691248528
US0011428,C00008138,91211605,GB64VSAD983724261327
US0011429,C00006582,13983436,GB91DGFO257513825228
US0011430,C00002604,82699840,GB98WINV168686392658
US0011431,C00000484,20726326,GB18ANST167816659911
US0011432,C00004523,80656953,GB16FGPO751068659499
US0011433,C00003617,80592509,GB58CHDG599439782863
US0011434,C00005330,48995797,GB80CRMK085960442003
US0011435,C00001576,66714187,GB90AHXX088393753182
US0011436,C00008675,92829618,GB97WGSK687354201207
US0011437,C00009605,30922367,GB88VTWB933544087700
US0011438,C00000520,99626566,GB14NKMK612615318214
US0011439,C00004388,18829753,GB93YERH642268436753
US0011440,C00005464,80028275,GB03NBRK580497047155
US0011441,C00006044,29723326,GB70FBCO791514070956
US0011442,C00001861,92559084,GB41GZVQ445532111285
US0011443,C00003802,47617664,GB23EIKZ727564670320
US0011444,C00005755,51078069,GB19QZVT512100565868
US0011445,C00002341,19863877,GB24DQGN650094214831
US0011446,C00009384,20114044,GB62AYDO120033811671
US0011447,C00007589,83514048,GB85RLXS276125637492
US0011448,C00003669,49696977,GB73LLZO882798836866
US0011449,C00002872,32097650,GB94NSRB125509363806
US0011450,C00001056,25794060,GB84FHPQ764434073577
US0011451,C00004224,1651159,GB17XUXC418892326331
US0011452,C00001925,83640850,GB38ETAK549651151313
US0011453,C00002100,14401983,GB08REOE811997209401
US0011454,C00005795,14669562,GB95NKVY559046763164
US0011455,C00007433,52665017,GB44SZNT125434348872
US0011456,C00002901,40550087,GB24LBKM539021368692
US0011457,C00002374,49706147,GB94SSTQ099872458031
US0011458,C00008842,18876425,GB54CVLP976512637476
US0011459,C00001085,6215826,GB12TNMX680786470440
US0011460,C00000716,99763276,GB74QYSJ250991737694
US0011461,C00002891,4287766,GB43DPXB311467013933
US0011462,C00003577,53527930,GB33GTAL994535207514
US0011463,C00001035,34361831,GB31SHLQ778703855585
US0011464,C00004613,36187705,GB45IMNR924763183214
US0011465,C00002388,76625925,GB45OKXM979605463652
US0011466,C00009213,7711610,GB39MRUG221714847600
US0011467,C00001812,6350191,GB96RWSB153569900780
US0011468,C00005507,57395425,GB79IKJU471774830470
US0011469,C00002020,53078753,GB14GEQW410211001054
US0011470,C00001922,86016215,GB88AFUA620111796602
US0011471,C00001061,67861098,GB24DYOI529985513847
US0011472,C00005391,62788900,GB95MTKA238770689633
US0011473,C00001683,9956781,GB11UCBK451759702623
US0011474,C00002469,32618081,GB54HLYN211466320121
US0011475,C00001531,48524347,GB54BNAH936720737032
US0011476,C00005635,12793588,GB32XSZE861400464515
US0011477,C00005629,94345439,GB22YYAQ529158160967
US0011478,C00008137,48413745,GB02VUUX417136842954
US0011479,C00008174,97143361,GB30WZZQ869512158602
US0011480,C00006105,82364842,GB98NOPP293164760138
US0011481,C00005724,69855070,GB61CUOW600565308266
US0011482,C00001559,9919923,GB65KMXB049961638104
US0011483,C00004097,324138,GB92NIVV665248598759
US0011484,C00004402,37989701,GB04DLGB380281455847
US0011485,C00005136,15801365,GB35JQLP300532162400
US0011486,C00005146,88863823,GB48JSBL734214711637
US0011487,C00006171,78957025,GB21XQFR928031277901
US0011488,C00009025,44217916,GB50TKPC745565069863
US0011489,C00000668,22618044,GB98BFXA175283498207
US0011490,C00009365,10089862,GB83IRWM303954328777
US0011491,C00004908,44111001,GB15MBJL579371964929
US0011492,C00003234,66729650,GB04YVZY781742587945
US0011493,C00004699,74896782,GB46YENL638472369227
US0011494,C00006154,26019671,GB25CCQO933272874673
US0011495,C00004117,34123764,GB12LPBY925754408886
US0011496,C00006434,95916259,GB11SKJP511073606592
US0011497,C00003351,56853351,GB34SCED570139687775
US0011498,C00009214,58502753,GB55EHDH420773391510
US0011499,C00008765,79535688,GB06DSAV115793625814
US0011500,C00003908,45956299,GB90ARBT260790594230
US0011501,C00007897,38525834,GB50GQYE678847467586
US0011502,C00009356,3820537,GB98FGOP736024192092
US0011503,C00002314,31534354,GB04FEAR005913509126
US0011504,C00006094,5309883,GB02VIDW442837043808
US0011505,C00005919,79987398,GB03OUHH244000779611
US0011506,C00009022,56311146,GB41BVNL717664511334
US0011507,C00004580,35893406,GB95IMMB699711294113
US0011508,C00003931,99520691,GB96WCZB985174601014
US0011509,C00009185,93860682,GB34SUNO179664576958
US0011510,C00001731,51119086,GB02ALNM660261810206
US0011511,C00006348,92852254,GB34HRZS217286904497
US0011512,C00004547,19703690,GB45QRJO690881231679
US0011513,C00007016,78744764,GB36MHDR970015606859
US0011514,C00007151,32570953,GB67SSFS634191664037
US0011515,C00002446,65659968,GB71OYAP247932825501
US0011516,C00004520,55249561,GB84MAGB010620916828
US0011517,C00001046,85375818,GB78FOHW819241634648
US0011518,C00001400,43860716,GB58WXAT755225951835
US0011519,C00005552,1756253,GB08CQDP603183912863
US0011520,C00004584,1039408,GB76JHBR250031899735
US0011521,C00001590,88386418,GB92BOXG325399735344
US0011522,C00001688,54697337,GB12ONBZ896646505367
US0011523,C00009716,3142159,GB38TXXG991128044680
US0011524,C00006677,22630734,GB61VHJI851719434213
US0011525,C00003858,90429320,GB89JBBE773877258406
US0011526,C00000480,53384300,GB37AFKS580293262801
US0011527,C00004406,32877526,GB06HXIK020246149555
US0011528,C00007440,22420701,GB69GSOY188430403876
US0011529,C00002732,90483306,GB84IRRW728794886437
US0011530,C00008445,57994148,GB24KCJG543553098428
US0011531,C00009595,68951266,GB66FAGI551476495196
US0011532,C00001623,54351582,GB55PRTJ379623707550
US0011533,C00004148,40341383,GB77AUGM256215272233
US0011534,C00007584,92807609,GB42FJOP199699388876
US0011535,C00006484,20062454,GB24HTPS366655954899
US0011536,C00000779,92229791,GB38GNBY718348700652
US0011537,C00007704,72263172,GB97OAUB581081587319
US0011538,C00004883,66261132,GB06ZJOQ315667843922
US0011539,C00003453,85628759,GB56XVSJ659765530626
US0011540,C00009403,53775714,GB89IGQP686944727761
US0011541,C00009351,59398112,GB66YDER854857797082
US0011542,C00006476,2763580,GB74UXKG830767431833
US0011543,C00004058,80691976,GB13WWEW416248937509
US0011544,C00008443,9939492,GB15NUPC936240838621
US0011545,C00009929,71348400,GB98CZUB666484351023
US0011546,C00006535,22022453,GB80FBAE780108622179
US0011547,C00002431,35758874,GB06XXLU151528928255
US0011548,C00009337,82370244,GB42DHIY763279977640
US0011549,C00005113,67882800,GB26XOTZ339495608355
US0011550,C00007544,93313775,GB34MDLR797215151924
US0011551,C00001966,22555616,GB44ENSK461436152550
US0011552,C00007767,17035880,GB22DHVA259686952935
US0011553,C00001666,91034878,GB41SUIT650413818409
US0011554,C00002405,80971791,GB25HVQP904954400688
US0011555,C00005726,95694008,GB96ERTT273438443065
US0011556,C00005746,8678573,GB56LCYI082352374396
US0011557,C00003807,46022385,GB59OKGC428949208069
US0011558,C00000456,33576354,GB09CDNG126520686397
US0011559,C00008239,28209683,GB85FRMK946940826867
US0011560,C00007583,61539632,GB52KLBC890887957552
US0011561,C00003422,86430021,GB39GSWF785003470030
US0011562,C00008334,3918103,GB25OBUV923221947225
US0011563,C00003456,74573391,GB05SLIZ039789531755
US0011564,C00007113,35474854,GB90FSYF425489458478
US0011565,C00003072,45770577,GB68FCCM343665523251
US0011566,C00001695,279271,GB75HZND444654230465
US0011567,C00008240,52655736,GB47XSGM931170634073
US0011568,C00000104,38222304,GB27DDLF495500212095
US0011569,C00001480,94227565,GB48DAEX373885366728
US0011570,C00002376,47688021,GB28UAAZ646901518347
US0011571,C00009654,168571,GB77VJTU732076180796
US0011572,C00002495,48092500,GB89MSZP821494184655
US0011573,C00008058,44364271,GB41JJJJ853585316369
US0011574,C00003629,59242698,GB06JPGQ271310672403
US0011575,C00007068,11984201,GB46EXFQ514303140054
US0011576,C00000771,54445373,GB74UXBF146171227563
US0011577,C00006010,43153692,GB15RRVD599544011647
US0011578,C00000458,58062733,GB32NBMT084171577378
US0011579,C00002066,45135776,GB73XOWG725477191131
US0011580,C00007149,17813293,GB62WYGA372114839882
US0011581,C00002485,11963735,GB88CVYL643868114771
US0011582,C00001020,12350181,GB81TTDT905539938978
US0011583,C00000843,29585936,GB42KIWY646417064589
US0011584,C00000960,93792058,GB10HXLF734718481088
US0011585,C00008868,39705964,GB89UMSD092303475304
US0011586,C00007168,98167525,GB14RSUI185252618730
US0011587,C00008575,36219869,GB75JPTH612419100713
US0011588,C00004931,46917965,GB16GSDF771367930018
US0011589,C00009110,7702744,GB94GOOR456775718565
US0011590,C00008837,45358499,GB12XIVL575133060425
US0011591,C00007610,79132370,GB20LHXG189727721538
US0011592,C00008878,43629355,GB72LUSX731925142098
US0011593,C00009176,9955968,GB21SLSN969202987950
US0011594,C00000538,57863239,GB14IIZR011394764436
US0011595,C00006469,39668763,GB28NCUL860725151095
US0011596,C00009152,59486081,GB14APYE499410709894
US0011597,C00003915,95558733,GB80DGRW052430576717
US0011598,C00001080,94800434,GB72NSIP809722065006
US0011599,C00000262,92113182,GB34IKYL160500566389
US0011600,C00003291,66499732,GB47BAVD526117599101
US0011601,C00003525,75568876,GB20MURS693164428036
US0011602,C00008798,93024761,GB67NGWO853925222043
US0011603,C00009628,24595799,GB13HIQB234759242616
US0011604,C00006776,19097616,GB51JALH877062194739
US0011605,C00003658,62279885,GB39GADK826601079541
US0011606,C00004149,68731197,GB83BYDZ611256216055
US0011607,C00002040,62677181,GB92KEIP280714898674
US0011608,C00001784,20345561,GB80ARZM833031019705
US0011609,C00008074,52162798,GB16JWKY697002503939
