numero_cuenta,cliente_id,tipo_cuenta
GB19FKIR933230310413,C00005948,dolares
GB87GQRV480988793611,C00001024,corriente
GB62JDRC938900974958,C00001257,chequera
GB17SYXU149797104999,C00001049,ahorro
GB78USYU114353575990,C00002156,ahorro
GB32PTKM931601296070,C00007959,chequera
GB23PUIK379001755536,C00001490,corriente
GB06PNSA909263221228,C00006249,corriente
GB82KDGE382155092635,C00002085,ahorro
GB83KRJQ349719373310,C00003306,nomina
GB33TARO534511615651,C00004342,nomina
GB59HHOV591001647502,C00000947,corriente
GB12SKTI920514760265,C00006546,corriente
GB92INOY604680638927,C00002109,ahorro
GB30ZGLW163017618426,C00008274,ahorro
GB15UVDC350949911297,C00005727,corriente
GB80JLON124398377756,C00008909,ahorro
GB18ABVT859676448186,C00006753,dolares
GB19BEBJ740666400697,C00001249,corriente
GB13KUGT756862187646,C00007863,dolares
GB48ZPZN698921092875,C00001628,ahorro
GB14GHKR806571645324,C00006687,ahorro
GB14DWNT135549897797,C00005237,chequera
GB43WFCN154147089844,C00004486,ahorro
GB90APFC573750927944,C00005562,nomina
GB17NWBX135183063590,C00008549,corriente
GB03FYRB933835020321,C00005191,chequera
GB92QXYA595428505028,C00002629,nomina
GB88QCSY531940680665,C00002681,ahorro
GB31QYJA075838681796,C00003874,nomina
GB30EYAF338636947682,C00003739,dolares
GB82HEBT303690995926,C00007783,dolares
GB04GVSD548483733346,C00000766,dolares
GB37CKAV255714087123,C00000798,dolares
GB28BLPY430042808458,C00005196,ahorro
GB70IJVC766177300826,C00008436,nomina
GB22ENUA375943216216,C00009128,chequera
GB90XLJV517213160007,C00004952,nomina
GB21SMRX829259271520,C00005475,corriente
GB33VWEE532373772575,C00006918,nomina
GB03RYII878600355251,C00007298,ahorro
GB25RPLT368695278152,C00003322,nomina
GB90AYQT614460112375,C00008817,chequera
GB63GKAP457893271335,C00007753,dolares
GB79JILW079933363669,C00003971,nomina
GB44DLKA544956438857,C00005659,corriente
GB40NLLA964076180861,C00002200,ahorro
GB16VRQG289758353330,C00003766,ahorro
GB75ZZXL407039707340,C00004727,nomina
GB48ZHZR682706873998,C00004171,chequera
GB25CWNP951468408583,C00002322,nomina
GB38MLEG484391049318,C00006813,ahorro
GB87HYIR918068881019,C00002539,dolares
GB96XXUZ761899409558,C00007137,dolares
GB29JLMK520298128319,C00006709,nomina
GB05COZK962384781413,C00004183,chequera
GB29RPZO303293519629,C00008537,chequera
GB33FWLZ513675407577,C00000922,corriente
GB36GJFQ007581335251,C00009679,chequera
GB77JCID618133641085,C00008110,chequera
GB45GSFK747066127239,C00005757,chequera
GB70KPHC334595693798,C00007968,nomina
GB52GXKL602965470334,C00006161,ahorro
GB13UOEN773356221022,C00003484,corriente
GB30IIDT774315400523,C00005419,dolares
GB91ULDK920961965378,C00003852,nomina
GB05CIYM223457814252,C00009177,nomina
GB79QNJG520502654764,C00001957,nomina
GB88ANIC514606473170,C00006867,corriente
GB05SNEN016774777867,C00004645,dolares
GB40NSZH750745746077,C00006616,nomina
GB90DJOH391135851763,C00005859,corriente
GB04GCSW125416892258,C00007918,nomina
GB38VCCN934577702721,C00003264,ahorro
GB06TPTP299534445659,C00000417,nomina
GB26HUDN884267810251,C00003297,ahorro
GB96XSCT597248977486,C00001515,corriente
GB94UZLY738369771488,C00009445,chequera
GB50OLKS373474418337,C00007174,dolares
GB90SZJV655875400834,C00004643,nomina
GB18PDOX216952976767,C00009187,nomina
GB66YTXH937293456028,C00000070,corriente
GB53XODN837042724448,C00000199,ahorro
GB67KHSW616062795093,C00006253,dolares
GB88QXBI025476319673,C00008933,chequera
GB23YIMO256210261486,C00007935,nomina
GB45HDNV269891757664,C00009520,ahorro
GB38GVYG104210907117,C00003652,chequera
GB20UILE541847069259,C00000939,dolares
GB76SZFT182004602861,C00003030,chequera
GB12ALFH628761690902,C00009051,chequera
GB75CCZD370127424893,C00000880,corriente
GB41OQPH933210195038,C00006101,corriente
GB61VIVJ387750154860,C00008619,ahorro
GB98BIOT531965686732,C00002927,chequera
GB69FRNU799687579967,C00005418,corriente
GB64EDWW092505861506,C00000868,dolares
GB74SRHW456723945785,C00000638,nomina
GB93EAAS941575742381,C00004128,nomina
GB53TVAF424861603406,C00009382,nomina
GB48TDDI029891402525,C00001366,chequera
GB64SSSW982936223294,C00001572,nomina
GB30XLFV785593538016,C00000531,corriente
GB53XVEK874908722895,C00000547,chequera
GB28GRYP772116992001,C00004086,dolares
GB86UWPU408318488789,C00004941,nomina
GB87JNMV165161663087,C00003921,corriente
GB33RMBW384001170788,C00009666,corriente
GB93IGZC750339120836,C00007892,dolares
GB67SYJI950558652919,C00007461,dolares
GB16YLWR835094032710,C00008193,ahorro
GB87YTWN534965467107,C00009115,nomina
GB56ZZZX292877695049,C00008716,ahorro
GB84GCPC826581177904,C00003760,corriente
GB73FZFY689878885388,C00000312,chequera
GB73DFFY624583431515,C00005638,dolares
GB06RPJW925395793910,C00009266,chequera
GB34UAMH788922877429,C00006888,ahorro
GB57JXVV048085443435,C00007304,nomina
GB81FTZC400845633236,C00008582,corriente
GB12YDUI757296497845,C00006904,chequera
GB36DTCS630049678797,C00003085,corriente
GB54BCJQ227284190124,C00003747,nomina
GB64JBJB668084892443,C00004999,dolares
GB62BWSS208707643019,C00007820,nomina
GB82SBDY861694054036,C00002183,dolares
GB55BMHR108575736644,C00005004,ahorro
GB23AGXT702239933427,C00003232,chequera
GB93QLCU959414373899,C00002726,corriente
GB43HADT194430214347,C00001331,ahorro
GB83RWHS546048133015,C00002560,nomina
GB55LNHE205393926690,C00003811,corriente
GB32JQJU295600710434,C00003576,dolares
GB74XMPB038653243382,C00000523,chequera
GB11TTVB309989511997,C00001633,corriente
GB95RIVN317331626374,C00003934,ahorro
GB78CNBD510987419928,C00006400,corriente
GB04HAPX361871247640,C00009442,chequera
GB55XVNA678100699034,C00008876,dolares
GB81NKMZ994004524798,C00000951,dolares
GB13GMAD554489815463,C00001850,ahorro
GB02WRMR436560693316,C00008412,dolares
GB38PTDR279458598902,C00004165,nomina
GB08YDNX337787600608,C00007627,corriente
GB16CFNF957270629585,C00002995,dolares
GB85CLQK305173059443,C00008510,corriente
GB18QGGD798140244841,C00005437,chequera
GB41VDIX351188997579,C00002486,dolares
GB12XEKP608957960316,C00001308,chequera
GB03VEJF907393113165,C00007878,chequera
GB65KIDJ833675121977,C00001670,dolares
GB96JLOS717921165431,C00003175,nomina
GB32KRYC128954643084,C00004459,corriente
GB08QEAZ415529997244,C00000871,ahorro
GB64IXLC980397216582,C00006693,chequera
GB17COPM999061307317,C00003201,dolares
GB74ZAII284396416324,C00007029,dolares
GB11FDJA839409719514,C00003597,dolares
GB66RURZ208661104860,C00003913,dolares
GB76WZUI843153225023,C00001401,nomina
GB36CWVI906462458638,C00001281,corriente
GB16FMBG085041370076,C00001387,nomina
GB20HDBS449566979536,C00007916,corriente
GB38FBZB996870718365,C00000497,nomina
GB56WUPR248257199145,C00009749,corriente
GB25RGSN854886717314,C00007784,dolares
GB28BXDD553340377696,C00006764,corriente
GB67CEXI241313752996,C00004451,corriente
GB15SMID886168468631,C00000885,ahorro
GB77CJIK190115408536,C00004644,dolares
GB46JSNG828556125190,C00005065,corriente
GB07XDLY676451763908,C00003492,corriente
GB16FCWL894647161436,C00001242,ahorro
GB72HJYW778485644922,C00003638,chequera
GB56HQTE794698804958,C00001553,nomina
GB65FGQM660242397620,C00006305,dolares
GB44HEEO315132836941,C00000464,dolares
GB66XEJS172178680560,C00002538,chequera
GB64UARK827875396673,C00008166,dolares
GB46LNFR757564522468,C00004982,ahorro
GB11ESYN124971548578,C00005610,corriente
GB79XVTE690784220010,C00001980,chequera
GB52FEUU868525037367,C00007098,corriente
GB59PNWM305254124222,C00003767,corriente
GB95SETP107325711683,C00008733,dolares
GB92FRHC457469621433,C00008851,corriente
GB87NGRX542784246508,C00004723,dolares
GB91MJUX649095339114,C00001580,corriente
GB62DMHD571989256093,C00001785,nomina
GB84NDRA544660901901,C00008322,chequera
GB23OYOK229141087928,C00009816,corriente
GB17ILNQ311804492857,C00006892,chequera
GB35XBIR213564445414,C00004339,corriente
GB31KJNU450054596984,C00007639,dolares
GB08RFUV788896193147,C00002288,corriente
GB02ZEGX009085130249,C00005469,corriente
GB19ZAMN590190063631,C00003388,chequera
GB35VNGR604181598746,C00005148,corriente
GB83HHOB139237125763,C00007927,dolares
GB88VEXZ691662749302,C00003401,ahorro
GB40NWRL165001268210,C00005079,nomina
GB02TKLP681916423032,C00006177,ahorro
GB85MAMN446395436827,C00003967,nomina
GB74HADG739323983531,C00001601,dolares
GB95XNLC653554443542,C00003361,corriente
GB55CPYC456007483525,C00008698,dolares
GB97YAVR913462587455,C00001294,chequera
GB31GHUM711928147938,C00002747,nomina
GB57RNOJ818790185896,C00004115,corriente
GB21QZWZ086463808541,C00000586,chequera
GB03TXXJ170237758507,C00009850,corriente
GB14MNOO307332765896,C00007103,chequera
GB37NAKI317728324783,C00001696,ahorro
GB75OWZA051063839343,C00002956,dolares
GB05YCLI744707743533,C00003927,dolares
GB97LZVY881136311501,C00007691,dolares
GB28DKPR163691248528,C00002472,corriente
GB64VSAD983724261327,C00008138,corriente
GB91DGFO257513825228,C00006582,ahorro
GB98WINV168686392658,C00002604,dolares
GB18ANST167816659911,C00000484,chequera
GB16FGPO751068659499,C00004523,nomina
GB58CHDG599439782863,C00003617,chequera
GB80CRMK085960442003,C00005330,chequera
GB90AHXX088393753182,C00001576,chequera
GB97WGSK687354201207,C00008675,corriente
GB88VTWB933544087700,C00009605,dolares
GB14NKMK612615318214,C00000520,dolares
GB93YERH642268436753,C00004388,chequera
GB03NBRK580497047155,C00005464,ahorro
GB70FBCO791514070956,C00006044,dolares
GB41GZVQ445532111285,C00001861,ahorro
GB23EIKZ727564670320,C00003802,chequera
GB19QZVT512100565868,C00005755,chequera
GB24DQGN650094214831,C00002341,corriente
GB62AYDO120033811671,C00009384,chequera
GB85RLXS276125637492,C00007589,corriente
GB73LLZO882798836866,C00003669,ahorro
GB94NSRB125509363806,C00002872,chequera
GB84FHPQ764434073577,C00001056,corriente
GB17XUXC418892326331,C00004224,nomina
GB38ETAK549651151313,C00001925,ahorro
GB08REOE811997209401,C00002100,nomina
GB95NKVY559046763164,C00005795,corriente
GB44SZNT125434348872,C00007433,dolares
GB24LBKM539021368692,C00002901,corriente
GB94SSTQ099872458031,C00002374,nomina
GB54CVLP976512637476,C00008842,corriente
GB12TNMX680786470440,C00001085,dolares
GB74QYSJ250991737694,C00000716,nomina
GB43DPXB311467013933,C00002891,chequera
GB33GTAL994535207514,C00003577,nomina
GB31SHLQ778703855585,C00001035,nomina
GB45IMNR924763183214,C00004613,nomina
GB45OKXM979605463652,C00002388,ahorro
GB39MRUG221714847600,C00009213,chequera
GB96RWSB153569900780,C00001812,corriente
GB79IKJU471774830470,C00005507,dolares
GB14GEQW410211001054,C00002020,corriente
GB88AFUA620111796602,C00001922,corriente
GB24DYOI529985513847,C00001061,dolares
GB95MTKA238770689633,C00005391,chequera
GB11UCBK451759702623,C00001683,dolares
GB54HLYN211466320121,C00002469,corriente
GB54BNAH936720737032,C00001531,ahorro
GB32XSZE861400464515,C00005635,corriente
GB22YYAQ529158160967,C00005629,dolares
GB02VUUX417136842954,C00008137,chequera
GB30WZZQ869512158602,C00008174,chequera
GB98NOPP293164760138,C00006105,dolares
GB61CUOW600565308266,C00005724,corriente
GB65KMXB049961638104,C00001559,ahorro
GB92NIVV665248598759,C00004097,chequera
GB04DLGB380281455847,C00004402,chequera
GB35JQLP300532162400,C00005136,nomina
GB48JSBL734214711637,C00005146,dolares
GB21XQFR928031277901,C00006171,chequera
GB50TKPC745565069863,C00009025,dolares
GB98BFXA175283498207,C00000668,chequera
GB83IRWM303954328777,C00009365,dolares
GB15MBJL579371964929,C00004908,chequera
GB04YVZY781742587945,C00003234,chequera
GB46YENL638472369227,C00004699,corriente
GB25CCQO933272874673,C00006154,chequera
GB12LPBY925754408886,C00004117,dolares
GB11SKJP511073606592,C00006434,chequera
GB34SCED570139687775,C00003351,dolares
GB55EHDH420773391510,C00009214,ahorro
GB06DSAV115793625814,C00008765,ahorro
GB90ARBT260790594230,C00003908,chequera
GB50GQYE678847467586,C00007897,nomina
GB98FGOP736024192092,C00009356,nomina
GB04FEAR005913509126,C00002314,dolares
GB02VIDW442837043808,C00006094,dolares
GB03OUHH244000779611,C00005919,nomina
GB41BVNL717664511334,C00009022,dolares
GB95IMMB699711294113,C00004580,ahorro
GB96WCZB985174601014,C00003931,nomina
GB34SUNO179664576958,C00009185,ahorro
GB02ALNM660261810206,C00001731,ahorro
GB34HRZS217286904497,C00006348,ahorro
GB45QRJO690881231679,C00004547,ahorro
GB36MHDR970015606859,C00007016,corriente
GB67SSFS634191664037,C00007151,chequera
GB71OYAP247932825501,C00002446,chequera
GB84MAGB010620916828,C00004520,dolares
GB78FOHW819241634648,C00001046,corriente
GB58WXAT755225951835,C00001400,ahorro
GB08CQDP603183912863,C00005552,dolares
GB76JHBR250031899735,C00004584,ahorro
GB92BOXG325399735344,C00001590,corriente
GB12ONBZ896646505367,C00001688,dolares
GB38TXXG991128044680,C00009716,dolares
GB61VHJI851719434213,C00006677,ahorro
GB89JBBE773877258406,C00003858,ahorro
GB37AFKS580293262801,C00000480,chequera
GB06HXIK020246149555,C00004406,dolares
GB69GSOY188430403876,C00007440,dolares
GB84IRRW728794886437,C00002732,chequera
GB24KCJG543553098428,C00008445,nomina
GB66FAGI551476495196,C00009595,dolares
GB55PRTJ379623707550,C00001623,ahorro
GB77AUGM256215272233,C00004148,chequera
GB42FJOP199699388876,C00007584,dolares
GB24HTPS366655954899,C00006484,chequera
GB38GNBY718348700652,C00000779,dolares
GB97OAUB581081587319,C00007704,nomina
GB06ZJOQ315667843922,C00004883,ahorro
GB56XVSJ659765530626,C00003453,chequera
GB89IGQP686944727761,C00009403,chequera
GB66YDER854857797082,C00009351,dolares
GB74UXKG830767431833,C00006476,dolares
GB13WWEW416248937509,C00004058,dolares
GB15NUPC936240838621,C00008443,chequera
GB98CZUB666484351023,C00009929,chequera
GB80FBAE780108622179,C00006535,nomina
GB06XXLU151528928255,C00002431,chequera
GB42DHIY763279977640,C00009337,dolares
GB26XOTZ339495608355,C00005113,chequera
GB34MDLR797215151924,C00007544,nomina
GB44ENSK461436152550,C00001966,chequera
GB22DHVA259686952935,C00007767,nomina
GB41SUIT650413818409,C00001666,nomina
GB25HVQP904954400688,C00002405,ahorro
GB96ERTT273438443065,C00005726,dolares
GB56LCYI082352374396,C00005746,ahorro
GB59OKGC428949208069,C00003807,nomina
GB09CDNG126520686397,C00000456,nomina
GB85FRMK946940826867,C00008239,chequera
GB52KLBC890887957552,C00007583,corriente
GB39GSWF785003470030,C00003422,corriente
GB25OBUV923221947225,C00008334,nomina
GB05SLIZ039789531755,C00003456,ahorro
GB90FSYF425489458478,C00007113,ahorro
GB68FCCM343665523251,C00003072,chequera
GB75HZND444654230465,C00001695,ahorro
GB47XSGM931170634073,C00008240,nomina
GB27DDLF495500212095,C00000104,ahorro
GB48DAEX373885366728,C00001480,chequera
GB28UAAZ646901518347,C00002376,ahorro
GB77VJTU732076180796,C00009654,chequera
GB89MSZP821494184655,C00002495,dolares
GB41JJJJ853585316369,C00008058,dolares
GB06JPGQ271310672403,C00003629,ahorro
GB46EXFQ514303140054,C00007068,corriente
GB74UXBF146171227563,C00000771,ahorro
GB15RRVD599544011647,C00006010,nomina
GB32NBMT084171577378,C00000458,corriente
GB73XOWG725477191131,C00002066,dolares
GB62WYGA372114839882,C00007149,chequera
GB88CVYL643868114771,C00002485,nomina
GB81TTDT905539938978,C00001020,corriente
GB42KIWY646417064589,C00000843,chequera
GB10HXLF734718481088,C00000960,nomina
GB89UMSD092303475304,C00008868,dolares
GB14RSUI185252618730,C00007168,nomina
GB75JPTH612419100713,C00008575,nomina
GB16GSDF771367930018,C00004931,ahorro
GB94GOOR456775718565,C00009110,chequera
GB12XIVL575133060425,C00008837,corriente
GB20LHXG189727721538,C00007610,nomina
GB72LUSX731925142098,C00008878,nomina
GB21SLSN969202987950,C00009176,corriente
GB14IIZR011394764436,C00000538,nomina
GB28NCUL860725151095,C00006469,dolares
GB14APYE499410709894,C00009152,ahorro
GB80DGRW052430576717,C00003915,dolares
GB72NSIP809722065006,C00001080,nomina
GB34IKYL160500566389,C00000262,dolares
GB47BAVD526117599101,C00003291,ahorro
GB20MURS693164428036,C00003525,chequera
GB67NGWO853925222043,C00008798,ahorro
GB13HIQB234759242616,C00009628,chequera
GB51JALH877062194739,C00006776,ahorro
GB39GADK826601079541,C00003658,chequera
GB83BYDZ611256216055,C00004149,nomina
GB92KEIP280714898674,C00002040,corriente
GB80ARZM833031019705,C00001784,chequera
GB16JWKY697002503939,C00008074,nomina
GB92EYCT626070440969,C00003745,nomina
GB34SQIU980954077091,C00002082,ahorro
GB62SQQR388341366048,C00006090,chequera
GB34SAYC400384079060,C00008674,nomina
GB98WRYS057321143814,C00006053,ahorro
GB70IDTK527123815018,C00002832,ahorro
GB02ILWH169142319706,C00006012,dolares
GB39THDN850722921281,C00001804,nomina
GB48OQSN568240874333,C00005530,dolares
GB49DHEC192535111186,C00002556,ahorro
GB23ENRY087842851118,C00005842,chequera
GB79WEYA730643731926,C00004792,chequera
GB89TWEO810521817985,C00002587,ahorro
GB04REGX911547625836,C00002640,nomina
GB63ZLAQ218930800901,C00005801,nomina
GB13LDDQ791314941676,C00004035,dolares
GB56WQBJ461326442504,C00008270,corriente
GB38HCGL382908735214,C00007554,dolares
GB16OXZT858183584351,C00007345,dolares
GB61MQRO825544824413,C00003803,chequera
GB96XPUF905452489564,C00002685,ahorro
GB57DIXK937133096429,C00007325,dolares
GB27EQDO534679335601,C00006682,nomina
GB39UJJO690428584995,C00005877,nomina
GB76WTTC024534233032,C00000227,chequera
GB49UMDO792934145340,C00005240,ahorro
GB65SSZW397568428829,C00004744,chequera
GB62CLDD302681648860,C00008805,chequera
GB45OBFO742845553544,C00001471,chequera
GB80TKZO071437315487,C00006571,dolares
GB51JUWA549378551807,C00002637,corriente
GB67EXMV110896269142,C00008389,chequera
GB72UUWA659887661766,C00007572,ahorro
GB48AAGY508525227438,C00001754,ahorro
GB48EXHM538991458271,C00007993,dolares
GB50EWUL979227483227,C00008660,corriente
GB90QWPC547724051544,C00000797,chequera
GB35XYYV302641265071,C00003961,corriente
GB83BPEJ519114314179,C00004112,dolares
GB48CIKQ640664966429,C00004060,ahorro
GB60UEVN127579933813,C00004784,ahorro
GB25LERK580135064256,C00005944,ahorro
GB83TWST409575646613,C00004134,nomina
GB57GSOS725215097795,C00006548,nomina
GB08DYXO575989097813,C00004386,corriente
GB92TBRF796621485395,C00008470,corriente
GB63CCJW486400490910,C00000422,ahorro
GB50SFRP559502952711,C00003898,ahorro
GB45KNZR044531867926,C00009050,nomina
GB43UJIY206838670406,C00001737,dolares
GB79PEJQ015290803746,C00006089,nomina
GB87BMYX994468637388,C00004455,nomina
GB07YQQI173651705313,C00004506,dolares
GB92UIXA816486972368,C00007477,corriente
GB22QEKR685525024155,C00004266,dolares
GB66TEFN066436259041,C00007798,dolares
GB77WQUP638937360917,C00004124,corriente
GB18UOHX072554272850,C00003507,corriente
GB91SPDT245607204637,C00004682,nomina
GB26AOOM023021159854,C00000689,corriente
GB64RQGN195744811759,C00002955,nomina
GB49EAAG101583857382,C00007350,ahorro
GB09JSZD731258770030,C00008163,ahorro
GB54ZWVR602981192495,C00007315,corriente
GB88BLEH739495965913,C00009490,nomina
GB96IUTK793056311647,C00001250,corriente
GB58WXBZ997673480430,C00004666,nomina
GB93UZRC136467214936,C00002727,nomina
GB61GGDC967196129072,C00000450,nomina
GB93UILM839533827706,C00008881,nomina
GB89GNGC622988997164,C00006032,ahorro
GB43EPTD550351274611,C00006001,chequera
GB30FQVJ491151764667,C00008955,chequera
GB61OCFA014784477910,C00003451,ahorro
GB63VMAQ285805092824,C00008526,corriente
GB13UGEV091344912301,C00002851,dolares
GB97VWWW989798569283,C00000467,nomina
GB67MLOD772073520139,C00004437,chequera
GB66HWFP001518465158,C00000722,corriente
GB22LBSV636411693053,C00006194,ahorro
GB16EHDO019450800411,C00000253,dolares
GB31ZSWC674952112011,C00000937,dolares
GB49ICYO627773250623,C00009759,ahorro
GB29CRJK234199147660,C00007888,corriente
GB75NYZN871227202399,C00007711,ahorro
GB53GWQN591917548512,C00002810,corriente
GB67LZJZ833786690563,C00005172,nomina
GB68IFLI016311742155,C00002897,dolares
GB47DCBZ633502085084,C00002175,dolares
GB58BLWK408877446234,C00005626,chequera
GB43KMBK352213088746,C00003124,nomina
GB90MENC196431814776,C00006514,ahorro
GB29NUAN603121141362,C00004345,nomina
GB90JXCR237571812572,C00003397,ahorro
GB37SHNI419136162070,C00008157,corriente
GB94WXWL926868496085,C00001640,nomina
GB82XNEE374046184709,C00009289,nomina
GB37DRIU600605210705,C00005007,dolares
GB90YTQR530834629281,C00004136,nomina
GB08QLFE282586385937,C00003316,chequera
GB53GRUY355821470017,C00009801,ahorro
GB41DBLP753609414448,C00007129,chequera
GB52BIMD070183505910,C00001532,corriente
GB90TMFQ288888731239,C00000376,chequera
GB04WNPK398410845313,C00009014,corriente
GB86REZX652243219032,C00001909,corriente
GB33QCPF522066577306,C00008170,chequera
GB26WRBQ284566618533,C00004607,chequera
GB09KEAI181281896475,C00006137,corriente
GB37DYMR087764789882,C00007938,chequera
GB98BUOH346246704900,C00003635,ahorro
GB19QNZW368543945345,C00009271,ahorro
GB47PEAX246171397084,C00001118,chequera
GB73AVGS435315639880,C00004845,dolares
GB63MNJY935219678981,C00000550,chequera
GB04QNMR341545359924,C00003768,nomina
GB20YHXN013680558184,C00006963,dolares
GB74WXDF131008762284,C00005800,corriente
GB23IERI568756375290,C00006639,nomina
GB90WAML147149174129,C00000627,dolares
GB18DKJF557191534427,C00002607,corriente
GB54VWST535255219178,C00008659,dolares
GB92OYXV427084773976,C00001433,dolares
GB16VXII307942463840,C00005969,chequera
GB25EBAW012293943195,C00002668,corriente
GB26TPOJ144923231585,C00001431,chequera
GB32RWZA285447520428,C00006448,nomina
GB22GZYH680141797973,C00001848,nomina
GB62PKZT963953229753,C00004006,corriente
GB71MUVJ778916535516,C00006583,nomina
GB56UZOQ081914950049,C00009158,ahorro
GB68LCIO798496887766,C00002710,dolares
GB69YGDO583532145971,C00005231,corriente
GB39AHNE162837005470,C00001808,chequera
GB86RJLD288346458012,C00008912,ahorro
GB20WMKY415108398675,C00008821,chequera
GB33BETS425499942081,C00008288,corriente
GB48VXUQ242231705214,C00001597,dolares
GB19YPPK396174781127,C00002911,chequera
GB95FIUQ472217424762,C00009479,ahorro
GB86HRPL541805823034,C00002674,ahorro
GB19BWYL459934534934,C00009661,ahorro
GB59KKMC842185937321,C00005217,corriente
GB28VHFG090678540365,C00005815,dolares
GB78NVQO916288539449,C00002617,corriente
GB69CGRE153875289286,C00009147,chequera
GB48KRQU956797241085,C00007668,ahorro
GB53TXVU418555677094,C00006059,corriente
GB88MWBK399206196183,C00007245,chequera
GB58KPTW019877012218,C00004003,ahorro
GB26LTVW065000176404,C00005906,ahorro
GB59WAWP529415055096,C00004259,corriente
GB71VOYJ623914177408,C00005715,corriente
GB04BZVP347183664231,C00000794,nomina
GB04PGWO057090595113,C00004705,dolares
GB41LQEJ002235630106,C00004118,ahorro
GB35CQXF817822127434,C00002249,chequera
GB25OMEX860742763577,C00003133,corriente
GB96DRTC340544259538,C00002883,chequera
GB47GNYG271570558464,C00003510,nomina
GB29VNCZ312757776882,C00003337,nomina
GB81RPRU172701858514,C00006574,ahorro
GB86OPOI128944627082,C00003230,chequera
GB67NTXQ925708789182,C00007270,dolares
GB16BJLR714999462816,C00009300,nomina
GB94TNWA621237894790,C00000358,nomina
GB20TCGQ815237324684,C00002172,chequera
GB34ZVHA062235683219,C00009083,nomina
GB08XGJX104976967171,C00000635,dolares
GB78ZAMS082001853348,C00001648,corriente
GB72IAOE846278449967,C00007802,ahorro
GB89VHDV283619944534,C00000507,chequera
GB07NKYJ791902388157,C00001533,corriente
GB76ULTD333567923933,C00000328,nomina
GB40QWKO253726414395,C00001870,chequera
GB14ENSM262369457597,C00003713,corriente
GB09QWRW301342712895,C00002147,ahorro
GB46LPHS282567250548,C00005495,corriente
GB92SZBG470034721137,C00002133,chequera
GB43SGMA300593176050,C00009352,chequera
GB15OHTX785044753444,C00006501,chequera
GB36HJJU539288221205,C00008572,nomina
GB70JYYR084429677233,C00005444,chequera
GB35AVTM301892708833,C00001994,ahorro
GB46RCBI091031420222,C00006971,chequera
GB14UYFZ492031710282,C00000958,nomina
GB30ETSV084471192737,C00004712,dolares
GB15SCQI221638040782,C00004322,ahorro
GB60LZFM003434012490,C00004891,chequera
GB52ETNP759582383975,C00007055,corriente
GB66CAVL378029110365,C00004823,corriente
GB77MNZI870472533228,C00006345,corriente
GB49NOUA989156435582,C00000217,dolares
GB58FUYL200766007908,C00008465,ahorro
GB27GPBO934959112342,C00008297,chequera
GB43YXXY751992335799,C00003433,nomina
GB71MLMB093863732126,C00002506,corriente
GB97XVCU552966951347,C00007475,ahorro
GB58OHSY432473116018,C00005019,dolares
GB72MTNC528195385008,C00005517,chequera
GB58SQOW145640380397,C00009100,dolares
GB49TJLW630436630712,C00005688,nomina
GB78IRWB371603873828,C00002919,chequera
GB62DEAY673038188756,C00008390,chequera
GB56SVWG179836482418,C00008121,corriente
GB19GGFD317630661481,C00002000,corriente
GB08FGIH003733080001,C00004573,dolares
GB68PEOJ263330505025,C00004237,corriente
GB21ZJPT361361586225,C00008503,dolares
GB93CUVF384760395737,C00008115,corriente
GB37BGYE563275690501,C00009324,chequera
GB72FTYF412065987451,C00008450,ahorro
GB69MJZW950187444860,C00001672,chequera
GB53OUOE579675148678,C00006304,chequera
GB06WGMM127283031008,C00008266,nomina
GB71VOQD408316441903,C00000772,ahorro
GB73BXBJ221421439187,C00006341,ahorro
GB03WVFU166611002757,C00005101,dolares
GB67LEXB476831134587,C00007988,nomina
GB67ZVER191648167588,C00002435,dolares
GB49FUDY201845338909,C00009754,dolares
GB27OGSU974826021797,C00005898,chequera
GB63ICER891976586847,C00009142,corriente
GB65VZXV191659381353,C00003551,ahorro
GB50TANF971645296351,C00008372,ahorro
GB31PHUS324221522329,C00008079,nomina
GB33EOJS559777270079,C00000180,chequera
GB69VWXX740416603062,C00004146,ahorro
GB48XODM121201848059,C00009995,chequera
GB29XZHY194452637883,C00004050,corriente
GB15MZEH092334577088,C00001526,nomina
GB34WHJL388121455148,C00000142,ahorro
GB49BZLL647820625846,C00006511,nomina
GB49PWLR460855509573,C00000489,nomina
GB03YHCH955160978677,C00005992,dolares
GB33BKMR131244424637,C00005385,chequera
GB43ZZEV523866715805,C00003559,corriente
GB37BGBI937606718517,C00008553,nomina
GB17WDSA204151424812,C00009835,chequera
GB49HDRL225622256232,C00008176,chequera
GB17WGJH835780676948,C00003604,corriente
GB61FBTR938535881252,C00000557,ahorro
GB22CUWC754194596011,C00008308,corriente
GB98NLLG782638443811,C00002623,dolares
GB52LXCW143833748239,C00000291,dolares
GB47LFLS064163353480,C00008097,chequera
GB61YPHK201842878610,C00000965,corriente
GB48DKHE839673454879,C00009695,ahorro
GB25INWI421044107316,C00007942,chequera
GB27OKHU891455741639,C00008771,corriente
GB09CTBV954976993771,C00007047,chequera
GB57OIIH740544476711,C00000768,ahorro
GB15DLOI246250722741,C00001771,ahorro
GB95JQXM562229087138,C00005980,chequera
GB60PGOD364947874600,C00003633,ahorro
GB44MVTC213096321517,C00001829,nomina
GB04ZFTK259293168906,C00001898,ahorro
GB76JQYG813822161071,C00005288,corriente
GB49BAYT109961474798,C00003076,dolares
