usuario_id,cliente_id,telefono,numero_cuenta
US0001536,C00000326,99060075,GB42SSAS875148914073
US0001537,C00000631,87569717,GB15ZJRS115205724232
US0001538,C00000822,93302775,GB61TOEO775864767147
US0001539,C00000944,1708601,GB66AYOR124326260676
US0001540,C00000933,39644867,GB84UWHL382899424720
US0001541,C00000116,73221094,GB68ETRS548274534952
US0001542,C00000593,67738966,GB17CPZN625414586851
US0001543,C00000268,38577539,GB86WKWV776011560814
US0001544,C00000575,99073900,GB29WHHX063827728660
US0001545,C00000578,31723285,GB43VROK178135119606
US0001546,C00000747,96564583,GB55ZXDB178498910133
US0001547,C00000809,85449721,GB46ZYCJ029119733772
US0001548,C00000415,53997997,GB62LMLR390737733474
US0001549,C00001000,86773632,GB34BVKG054242093381
US0001550,C00000896,53610517,GB48MLJA865671565561
US0001551,C00000679,69828036,GB98ONOB033073882408
US0001552,C00000535,907625,GB53KBVJ743802226958
US0001553,C00000292,25621433,GB72ZHWJ203366586261
US0001554,C00000078,55860891,GB30STNO637454333723
US0001555,C00000026,79292174,GB80HGAB205984216274
US0001556,C00000296,72258089,GB84YUZM169117575830
US0001557,C00000293,85244577,GB73DBJU167611548550
US0001558,C00000180,55753140,GB67JAQP623345221694
US0001559,C00000352,98456786,GB70YMRH045848883793
US0001560,C00000672,79484667,GB32DQUF633149853230
US0001561,C00000047,97822369,GB10DUFY024879696621
US0001562,C00000645,82449934,GB47KJDS927134710508
US0001563,C00000947,25213387,GB44YZHW379536138982
US0001564,C00000211,32912713,GB95RKAC282170221244
US0001565,C00000489,39307964,GB13HGPE332706635000
US0001566,C00000657,3765005,GB78TAFF854806920251
US0001567,C00000526,50311141,GB58EXLJ252641063154
US0001568,C00000602,28116365,GB22XDPH732786083127
US0001569,C00000911,69145255,GB34HQTR603961467641
US0001570,C00000854,33871415,GB54PQQH684378332401
US0001571,C00000427,71058668,GB33DRCF382690123086
US0001572,C00000534,61368439,GB20KSZQ915834066545
US0001573,C00000186,4331033,GB35XNJB180826386444
US0001574,C00000875,10551580,GB16YKZQ507445980761
US0001575,C00000481,76671004,GB79TEJN228321812230
US0001576,C00000035,52791621,GB40WHOQ224442350497
US0001577,C00000060,36328393,GB87BSDC964106214764
US0001578,C00000632,3797471,GB23SOAE116334673587
US0001579,C00000345,57249732,GB50MDOK498419549696
US0001580,C00000210,87742050,GB37QLMN649356572279
US0001581,C00000038,63922169,GB94JDBW397490296978
US0001582,C00000942,77059950,GB22SPWT483103328819
US0001583,C00000501,78252730,GB66GTGR165535154309
US0001584,C00000964,56790680,GB66ALIR250306196564
US0001585,C00000619,79426586,GB47CYPT365350737256
US0001586,C00000812,1862738,GB25QLOX879183827149
US0001587,C00000849,54950139,GB71QRRY950617069529
US0001588,C00000394,46433233,GB35CRKS921408163515
US0001589,C00000630,95477914,GB72NDLD068979685145
US0001590,C00000395,46248756,GB47BNQN038395492870
US0001591,C00000172,58462291,GB68FCSS334623566535
US0001592,C00000136,54366509,GB43HQCM576700444955
US0001593,C00000359,24103244,GB11PDYK864648405694
US0001594,C00000577,52156181,GB35MJWB773082693293
US0001595,C00000111,25196119,GB66SHYS587948997552
US0001596,C00000760,33364705,GB59RQNK701711199452
US0001597,C00000227,75439089,GB98PZJX329243248356
US0001598,C00000114,77063136,GB18EALQ988744934135
US0001599,C00000555,87499368,GB41UNDU584364808816
US0001600,C00000248,84152626,GB16SNRU784391596187
US0001601,C00000261,52128807,GB42TNZR376828777119
US0001602,C00000073,94385447,GB98XNNP773577098881
US0001603,C00000777,58404419,GB29LSMB945726032077
US0001604,C00000952,94037117,GB54NYPS550775984723
US0001605,C00000544,33658904,GB74ZTEW482300896298
US0001606,C00000486,91347096,GB17WOIB648188590195
US0001607,C00000012,21183750,GB65WALP235144299914
US0001608,C00000443,49783611,GB96ZKDJ004855495952
US0001609,C00000754,76133143,GB11VOOL626822809189
US0001610,C00000025,81802780,GB04UXYL809491442424
US0001611,C00000088,74834257,GB41YORF864941612884
US0001612,C00000318,91064154,GB49GFQM568637088172
US0001613,C00000525,45225572,GB79AGQT883285428890
US0001614,C00000471,753668,GB87IWRD181580503728
US0001615,C00000243,8186858,GB72BZOJ623724487656
US0001616,C00000207,43890947,GB65GBGS312906340621
US0001617,C00000469,90673748,GB74WTNG978962660226
US0001618,C00000406,62871044,GB15WZYJ656641767913
US0001619,C00000194,44243854,GB59ZZXV638997198313
US0001620,C00000263,76753267,GB25WDAJ658703456948
US0001621,C00000732,11580184,GB95KQQQ932988567450
US0001622,C00000446,70710939,GB05ZLKI974277054438
US0001623,C00000028,40837269,GB81SWLK551647377756
US0001624,C00000611,21528576,GB90LIYU040595883873
US0001625,C00000112,26669115,GB21GEMK221111657330
US0001626,C00000656,81085846,GB40FXEL965315299456
US0001627,C00000924,99701428,GB42QQQC988474803726
US0001628,C00000289,33085235,GB19OZYN544520076737
US0001629,C00000291,32930402,GB08OIVI253832375425
US0001630,C00000603,36788762,GB98SZXF084785070780
US0001631,C00000503,57436376,GB72ESWJ448051474381
US0001632,C00000080,40449725,GB42ISNT405858422510
US0001633,C00000556,68906179,GB85THOA117416666938
US0001634,C00000678,5400906,GB57AOWC033827761714
US0001635,C00000083,30443230,GB73FLUQ693690571099
US0001636,C00000449,65406343,GB47PZKO852192185254
US0001637,C00000588,18393839,GB61YUTK945065981520
US0001638,C00000279,22620075,GB53UYTC470407963690
US0001639,C00000377,14604691,GB32PDYJ629204789260
US0001640,C00000191,32189211,GB19CKYO407013198789
US0001641,C00000389,70477523,GB52GZSW217096739463
US0001642,C00000160,11795144,GB15NINZ031810570712
US0001643,C00000697,11698728,GB76OTLY230093868703
US0001644,C00000974,81448450,GB24JBGZ976387857766
US0001645,C00000985,56260935,GB07OMSA925280508578
US0001646,C00000432,36263640,GB81BHEO384517283148
US0001647,C00000519,95152102,GB89JHWO781212597813
US0001648,C00000609,16637793,GB20TUMG916528432311
US0001649,C00000986,49273782,GB81YIRR966873867496
US0001650,C00000932,88783283,GB71OAXF249747326195
US0001651,C00000472,43715339,GB31XLYK942328710973
US0001652,C00000581,2435229,GB02CANS018794662842
US0001653,C00000912,18397023,GB84JCAW528396930522
US0001654,C00000150,2670025,GB87IDPR918815414807
US0001655,C00000558,9344912,GB59WQVM620088638331
US0001656,C00000927,89574232,GB81GWEM618064450744
US0001657,C00000369,99411821,GB52OTFZ455440049926
US0001658,C00000295,68625088,GB10MBVC593004057648
US0001659,C00000348,20929124,GB77DWBJ226387259878
US0001660,C00000029,49572963,GB60VZUK002936090562
US0001661,C00000485,95050151,GB26AYUK519983523349
US0001662,C00000583,98981335,GB17VQMU101820565864
US0001663,C00000129,23109209,GB22EETE105755750791
US0001664,C00000966,65565796,GB39GHCQ279616887213
US0001665,C00000925,54382886,GB83OYDH877507304834
US0001666,C00000989,47711198,GB54MBMT388059692167
US0001667,C00000239,40415139,GB46VHXU594539260503
US0001668,C00000856,55898162,GB88SMIT084556161263
US0001669,C00000790,44757857,GB24ROZT664058237730
US0001670,C00000750,51759210,GB31SUYF167002550917
US0001671,C00000908,35199897,GB26RHQF015465866012
US0001672,C00000087,80606194,GB84XIDN374478241244
US0001673,C00000676,85856625,GB96EHBY211120013578
US0001674,C00000316,92633871,GB90HVQC002269964343
US0001675,C00000920,14531631,GB36IKKD169423863955
US0001676,C00000325,78723486,GB13GXSD681100470679
US0001677,C00000062,10692263,GB28HGOA808086603689
US0001678,C00000500,31751428,GB57MZIP739478221783
US0001679,C00000948,76684079,GB30ETPF805195799518
US0001680,C00000253,81479917,GB06AJMZ006025540041
US0001681,C00000123,51125608,GB94IHHI396184232377
US0001682,C00000834,14817431,GB92ISMA355267433682
US0001683,C00000122,9991330,GB35YGUJ366736845699
US0001684,C00000959,39167673,GB89WPMS979739797175
US0001685,C00000212,76608696,GB48PUZJ304724412975
US0001686,C00000430,51803673,GB16GWWH480640847451
US0001687,C00000133,75428516,GB69CWQK979823709380
US0001688,C00000014,74129057,GB53VKVX318912208318
US0001689,C00000804,34251188,GB31IHBD027375131206
US0001690,C00000997,9112409,GB78SZTC211155574057
US0001691,C00000878,89615716,GB77SAUJ013246895210
US0001692,C00000852,14490146,GB78YJPP337332816242
US0001693,C00000092,38896418,GB11BIOM138747042117
US0001694,C00000677,4646171,GB54KSFY013538181167
US0001695,C00000495,33865304,GB08WVEZ170991399567
US0001696,C00000335,89577208,GB94FYQH769031387616
US0001697,C00000694,19612869,GB61TORX698006083366
US0001698,C00000159,27790588,GB76XQRN481123300353
US0001699,C00000157,18805071,GB34LJJD096624934729
US0001700,C00000521,38339767,GB67IXSN727831117395
US0001701,C00000859,81998843,GB51GYON915397368561
US0001702,C00000627,72137960,GB09LXNU708484910864
US0001703,C00000235,29458959,GB05QKNZ868843042296
US0001704,C00000424,91240434,GB31OFWC754914912733
US0001705,C00000751,32528893,GB07KACQ282672739647
US0001706,C00000640,43757715,GB21CVYP267132810409
US0001707,C00000367,96582445,GB26XKNP004442896772
US0001708,C00000188,15167685,GB69CJSZ836725179595
US0001709,C00000851,94212816,GB98OXEA723166769490
US0001710,C00000392,81160603,GB72ECWD488433831133
US0001711,C00000303,76337428,GB46JWYU469512153721
US0001712,C00000589,72077120,GB96HMQB468886278268
US0001713,C00000195,25094417,GB74NRKR601525266230
US0001714,C00000331,59760456,GB57EDHP968698842623
US0001715,C00000054,92988061,GB79KRWZ264586313559
US0001716,C00000585,94871661,GB58KMTZ709080097173
US0001717,C00000220,44708289,GB67ANXM418647310947
US0001718,C00000560,19844936,GB03XVFD554384307552
US0001719,C00000425,39799773,GB34INSN604616210831
US0001720,C00000533,80012958,GB57SZUP644378838409
US0001721,C00000930,48497399,GB92ZNHQ840774513537
US0001722,C00000814,56963348,GB16AZAU806895093367
US0001723,C00000621,46505297,GB25PIDA669591197111
US0001724,C00000572,65321467,GB79HCQS805627298671
US0001725,C00000879,52540676,GB24WWBS084269196333
US0001726,C00000569,27691244,GB21MCIU821255472805
US0001727,C00000921,88489038,GB63INKO041430001982
US0001728,C00000871,57086170,GB73IENZ516431603972
US0001729,C00000874,81596761,GB60AIPZ585766368510
US0001730,C00000342,96666628,GB32OPCI678460362102
US0001731,C00000969,14194243,GB85LQCG189106480545
US0001732,C00000895,58617019,GB29XOJN411629594948
US0001733,C00000076,98321641,GB03KJML193846609926
US0001734,C00000980,58138248,GB41OHWA515357666373
US0001735,C00000794,81111685,GB11KTNC113643061315
US0001736,C00000426,68137819,GB40SWWO961483953916
US0001737,C00000284,46739540,GB24QUXL508363803244
US0001738,C00000396,15824802,GB55KBIW888761295464
US0001739,C00000629,91483722,GB75RIMR181556486418
US0001740,C00000463,91712645,GB47HBTD916395291703
US0001741,C00000954,47773008,GB93DRUL212756511252
US0001742,C00000876,3964120,GB81CNTJ726403959784
US0001743,C00000620,69562177,GB36CSKR033148371007
US0001744,C00000564,54941638,GB56AVVW893008983770
US0001745,C00000329,22402165,GB87LPOU013967893286
US0001746,C00000041,43198691,GB47CNKB983857671908
US0001747,C00000601,9746877,GB40VUNK329574053609
US0001748,C00000135,4581795,GB06VBJE098883987871
US0001749,C00000786,48183017,GB22SARS599000530311
US0001750,C00000167,22013105,GB76CBEB794492593893
US0001751,C00000659,5105668,GB21NLHH318859784935
US0001752,C00000838,79051623,GB58IRRD613213656845
US0001753,C00000681,86113070,GB90DBTI683728260307
US0001754,C00000177,71764901,GB09HVJG003787241705
US0001755,C00000967,37616133,GB57HYTS517235134447
US0001756,C00000255,56342824,GB52HGAR907987950593
US0001757,C00000904,61676629,GB14XWQI545073005105
US0001758,C00000888,85486964,GB53HNRU886659991755
US0001759,C00000468,70755513,GB20GVOH347023831631
US0001760,C00000894,90472524,GB57OAVP386139976809
US0001761,C00000613,67122905,GB26PJPM930714500841
US0001762,C00000815,99382097,GB93DITS816066289231
US0001763,C00000203,78294887,GB71OKWZ188734422055
US0001764,C00000773,51471674,GB27IWSE217328293883
US0001765,C00000110,98009605,GB34OLBA118656039520
US0001766,C00000769,79639642,GB72HNEM449897722754
US0001767,C00000274,86639293,GB36IMKK772426520131
US0001768,C00000635,78204763,GB96KZIJ760388898711
US0001769,C00000511,47015834,GB47WYPQ717039643473
US0001770,C00000149,22732255,GB35ZHNI420256577558
US0001771,C00000236,84590241,GB91QXFU280473137241
US0001772,C00000031,95395163,GB37GSTM517599852024
US0001773,C00000294,7438093,GB98EKOS793963287070
US0001774,C00000441,3943988,GB51NDVC325183721650
US0001775,C00000909,73435732,GB73LKGR766615603000
US0001776,C00000740,78671577,GB25WWFO689744032349
US0001777,C00000349,98920462,GB83TFNT448433742077
US0001778,C00000275,40834925,GB25JPTQ497093963809
US0001779,C00000214,92912721,GB24CNVH302210176031
US0001780,C00000079,89398504,GB26IZUX822466199433
US0001781,C00000673,60051109,GB07RNVE571669429070
US0001782,C00000362,86733454,GB81LEKP757090682280
US0001783,C00000144,8175858,GB44XDKK892112419333
US0001784,C00000009,10311360,GB91LFUZ755612448671
US0001785,C00000671,685710,GB39NPGU221208449538
US0001786,C00000375,76537149,GB81IHST218608712960
US0001787,C00000570,94764480,GB59YFYX445453940708
US0001788,C00000775,82054441,GB84STKU081194656211
US0001789,C00000960,53030931,GB65RIIW373938042723
US0001790,C00000185,15387095,GB25SNWR051788001641
US0001791,C00000928,24262815,GB17OWMW148844237519
US0001792,C00000840,72220914,GB51NAGT461646690661
US0001793,C00000723,84035872,GB24UVYM142354442587
US0001794,C00000675,19875516,GB34HYBN300662769707
US0001795,C00000652,94281775,GB75EFKP202917406234
US0001796,C00000379,99740375,GB24KJPG948905365589
US0001797,C00000127,70934421,GB54UYCC307566250083
US0001798,C00000461,86615762,GB35AURT670596749284
US0001799,C00000409,2805110,GB32WISW547188777786
US0001800,C00000992,80982930,GB47HNDS011916444443
US0001801,C00000365,35202696,GB47PAQP292798968992
US0001802,C00000781,37431902,GB40HXAF539025003232
US0001803,C00000605,89706303,GB25UJPA330581531768
US0001804,C00000104,27129107,GB17BGAW613454046066
US0001805,C00000459,25296002,GB76OLWH290078918074
US0001806,C00000901,81298150,GB59CZWM062203298298
US0001807,C00000537,4182357,GB19CMMV215198957647
US0001808,C00000052,1939796,GB98PHEW052302175006
US0001809,C00000364,92263659,GB38CODC843263861817
US0001810,C00000405,6633740,GB35PIYF185517731914
US0001811,C00000173,17951214,GB22DGQJ372218526064
US0001812,C00000055,84646957,GB85LVCE443704787059
US0001813,C00000717,20377490,GB52WHPT186717673664
US0001814,C00000353,94848061,GB71VJIM773453190399
US0001815,C00000162,57252816,GB62TENG389783268521
US0001816,C00000474,78701669,GB10DODK900955684597
US0001817,C00000690,93720816,GB29WVEQ968169390084
US0001818,C00000208,84740265,GB10ZCZN538883629884
US0001819,C00000252,18865297,GB24EBDH823852442671
US0001820,C00000515,85475308,GB39HOQR124354437028
US0001821,C00000273,7334149,GB76WTCQ489858401235
US0001822,C00000995,57095686,GB51UMPQ279244085240
US0001823,C00000168,67556361,GB65BEUK176507766324
US0001824,C00000811,22967213,GB23XNSW131434921026
US0001825,C00000071,18192693,GB51CDGP070080248292
US0001826,C00000241,5316893,GB51ALAY910352385861
US0001827,C00000940,96040776,GB34HMRG494711451951
US0001828,C00000304,1944782,GB56EVKE973176371547
US0001829,C00000607,28199451,GB81MNAI405015362217
US0001830,C00000070,26048543,GB87FXIU919859605332
US0001831,C00000420,57445876,GB46WRTT938373702577
US0001832,C00000270,57075736,GB93VBDM320215116993
US0001833,C00000810,37511889,GB05JAEO652174153408
US0001834,C00000820,73826586,GB14CJBI473453272444
US0001835,C00000497,65808909,GB22PNGG837208785670
US0001836,C00000734,9813142,GB76VJHO119684822818
US0001837,C00000813,64882255,GB57RKJJ555014846650
US0001838,C00000757,48360790,GB02SICH885315080380
US0001839,C00000216,75425854,GB32ENWC136047310406
US0001840,C00000508,84255332,GB38WKZR813525329623
US0001841,C00000057,79940063,GB68BQHA665742037902
US0001842,C00000299,14126154,GB59CPFN186589543542
US0001843,C00000416,11864667,GB13YYAP435703541583
US0001844,C00000817,25543143,GB57KSAV004109982072
US0001845,C00000401,48177445,GB47MHXZ188696071171
US0001846,C00000099,27607260,GB64YHFE684774222352
US0001847,C00000309,68304367,GB95EZNS809040701871
US0001848,C00000258,51092577,GB92NJTK433982366845
US0001849,C00000202,62425865,GB19GQXB100070868576
US0001850,C00000655,5335748,GB13WCZT086409647088
US0001851,C00000017,8211630,GB97OMAV697093759576
US0001852,C00000622,68470078,GB79ELTN271990539087
US0001853,C00000037,77632828,GB34ZCAL907638643600
US0001854,C00000606,54274046,GB31XPZW643584441609
US0001855,C00000343,97828436,GB59HZEA821695009627
US0001856,C00000096,38689138,GB31GWQX744640527380
US0001857,C00000848,52681133,GB45UBCV925018339194
US0001858,C00000247,73717371,GB71NGYR972957114729
US0001859,C00000285,6933992,GB73JMEI628596711841
US0001860,C00000205,48304352,GB98QFYC739350128466
US0001861,C00000892,25562529,GB45BZFO873240650400
US0001862,C00000388,13322618,GB55ISFV738393167035
US0001863,C00000858,24865092,GB33EUPR645150182120
US0001864,C00000230,21941069,GB22LFPH505822045583
US0001865,C00000749,76212900,GB21QPLP332198499347
US0001866,C00000412,33715739,GB41TOUC256657494295
US0001867,C00000189,14121722,GB89BRVY882839892860
US0001868,C00000288,13335320,GB93GGUR994005404040
US0001869,C00000011,61007707,GB51RVUS567302600395
US0001870,C00000703,66430206,GB46MOPF112591068247
US0001871,C00000731,69430684,GB26PQIE970198430886
US0001872,C00000496,55155636,GB32ABZP253880302149
US0001873,C00000128,54034595,GB94PIYM991896320731
US0001874,C00000105,27200866,GB18PVFA851884544395
US0001875,C00000276,62572921,GB55VJMM746272377429
US0001876,C00000165,65758440,GB95QTLP333607413320
US0001877,C00000338,74808816,GB65JWNG523050070748
US0001878,C00000487,77709011,GB49BNVJ690640356618
US0001879,C00000039,70240141,GB35AALT374884710201
US0001880,C00000140,39604041,GB79WQTL888724365241
US0001881,C00000238,59908857,GB25LUXG347115235251
US0001882,C00000695,4635403,GB22XZCS292992562942
US0001883,C00000117,74250536,GB56PZNM401060883400
US0001884,C00000434,56184518,GB75QWIV080841128854
US0001885,C00000860,95355856,GB44AHJK738874716672
US0001886,C00000670,74454409,GB75MVIG852847880305
US0001887,C00000642,21646619,GB91DGIZ952842101315
US0001888,C00000542,25532213,GB43VRYH713769082630
US0001889,C00000249,82740067,GB42FEUG141890187306
US0001890,C00000759,38983245,GB44DKJY814258666543
US0001891,C00000823,57799327,GB33VKVN369197956305
US0001892,C00000250,56663610,GB32QMHB957252859261
US0001893,C00000020,50569397,GB21YNTR565797703651
US0001894,C00000478,22548743,GB55CMZN857196918305
US0001895,C00000971,69323137,GB49ZSSG860409521365
US0001896,C00000763,64263004,GB75IJVR308840907446
US0001897,C00000689,88069696,GB90LYWZ094386464080
US0001898,C00000764,58444799,GB92LOMQ501696660413
US0001899,C00000768,81144866,GB14ZQWI703969940522
US0001900,C00000624,67248798,GB32HLIR403389892039
US0001901,C00000828,11034280,GB42RYQW972643701124
US0001902,C00000541,27645711,GB96OFGO380763306998
US0001903,C00000963,24213408,GB97JPFI732504507286
US0001904,C00000977,22673458,GB60DNSQ679368339134
US0001905,C00000408,69819274,GB46UMMZ949903356849
US0001906,C00000139,57111043,GB18TGBV620945532843
US0001907,C00000340,24815974,GB76WTMV817111369853
US0001908,C00000651,70665987,GB30WPJW341229192035
US0001909,C00000147,96276033,GB91EGXD678834610031
US0001910,C00000439,96614507,GB76LRDA883474163273
US0001911,C00000266,44765942,GB04BPVN750229949634
US0001912,C00000089,94565327,GB27OEHR673067501878
US0001913,C00000565,40305673,GB82UBYZ195703105700
US0001914,C00000418,47077757,GB44SLCY958133587308
US0001915,C00000030,34263299,GB85MYES693094892919
US0001916,C00000765,19267200,GB94XAAZ333523315329
US0001917,C00000176,78667382,GB56FCWV680099435935
US0001918,C00000187,9341151,GB24USZP543848525874
US0001919,C00000006,97101711,GB90VMGV267100107176
US0001920,C00000529,26794941,GB74DFRS084839221322
US0001921,C00000234,33480123,GB58BIVO111802511974
US0001922,C00000922,95290203,GB07TSIN848721233009
US0001923,C00000887,58545794,GB70GERV143907276006
US0001924,C00000846,82379500,GB16ADOZ766077341234
US0001925,C00000637,4452803,GB78UZOC080443146002
US0001926,C00000649,53708929,GB54XQLF242124356877
US0001927,C00000179,74532049,GB87FTMT896247620369
US0001928,C00000643,54890695,GB72UXDM079051855543
US0001929,C00000983,56503637,GB89WTCW090638419059
US0001930,C00000280,13421657,GB63LHAD200682726351
US0001931,C00000483,31380648,GB33NUME162606245115
US0001932,C00000993,96062169,GB46ECRT688237026081
US0001933,C00000151,48716730,GB40FLDV065122576499
US0001934,C00000693,56462984,GB83ACCX536472034662
US0001935,C00000943,48634491,GB45ESEA149562345225
US0001936,C00000287,25305558,GB07BDMM175933408356
US0001937,C00000061,61705259,GB61ONIN041797494651
US0001938,C00000307,48948074,GB61HPNJ343918270471
US0001939,C00000421,50963228,GB46UVUI658401572207
US0001940,C00000023,82070889,GB58TKVH725976703750
US0001941,C00000473,44693123,GB64ZIOZ770229286378
US0001942,C00000046,43396118,GB09BESW813665669285
US0001943,C00000520,84811623,GB91ONYR624255347528
US0001944,C00000351,8821,GB84KWOG582242343560
US0001945,C00000086,53245284,GB87DDQB043065022006
US0001946,C00000574,68342930,GB51UTJA484248245366
US0001947,C00000048,49882371,GB68HALY298437820807
US0001948,C00000132,74987644,GB18UPQQ742324258595
US0001949,C00000034,5748267,GB32YVXT517485745536
US0001950,C00000178,90126019,GB80KIJU282067724706
US0001951,C00000477,80976963,GB07TDUP422802769890
US0001952,C00000883,33242030,GB46UBBX473640091123
US0001953,C00000152,14118634,GB77OMZK318624087717
US0001954,C00000170,76466642,GB61XSJM646533688996
US0001955,C00000714,29247539,GB39SOZX705103000571
US0001956,C00000027,14252504,GB63FCOP341773918279
US0001957,C00000844,32352728,GB67FQEU749924235553
US0001958,C00000970,39411732,GB14SKDZ031434135630
US0001959,C00000458,28614708,GB78MKJB414850726411
US0001960,C00000383,70247006,GB50QJGF962354093913
US0001961,C00000206,50162544,GB33ROOG321699267013
US0001962,C00000506,19835674,GB70HXBG722856841663
US0001963,C00000317,68884069,GB25CVYF245478787884
US0001964,C00000951,10667294,GB06FXWS272348623275
US0001965,C00000045,26940138,GB76HGOQ301377304153
US0001966,C00000784,7164542,GB75WCUK545889991676
US0001967,C00000638,58497299,GB76DTOR292197578308
US0001968,C00000363,8503003,GB06PEMN676866015615
US0001969,C00000580,90943308,GB49EZAS018073337211
US0001970,C00000961,8653353,GB82FEDL916899127767
US0001971,C00000417,81818904,GB13CCSX806133854647
US0001972,C00000297,44494609,GB74BYIK679668608317
US0001973,C00000778,12756134,GB18LSAM954373025400
US0001974,C00000228,52441154,GB17RLUP826092681793
US0001975,C00000531,25282746,GB73TVNP628018001157
US0001976,C00000373,90023838,GB33LDKQ900158457870
US0001977,C00000595,37952675,GB68ICYU942812130172
US0001978,C00000929,5105118,GB45NXLD548906727375
US0001979,C00000398,93504370,GB73AFZS763808637238
US0001980,C00000410,2312866,GB88XYZK055220505867
US0001981,C00000491,15862165,GB71XQRJ568011227300
US0001982,C00000283,11336327,GB18BLER071264750745
US0001983,C00000411,40766824,GB51IBMF357127762109
US0001984,C00000779,57612729,GB53FRSA497232979386
US0001985,C00000075,28452528,GB34NKGZ089933383851
US0001986,C00000452,44581045,GB85LJNL005241137170
US0001987,C00000636,25882864,GB15MWXQ393715879947
US0001988,C00000872,33056866,GB09TXBU698423542311
US0001989,C00000484,57214606,GB04XEBU327758695271
US0001990,C00000669,31965758,GB97ZQSR844566516788
US0001991,C00000663,49864802,GB06QAWI129625087915
US0001992,C00000327,47455719,GB83BGCN647113700477
US0001993,C00000257,60801776,GB53AZUB547373867267
US0001994,C00000829,59767791,GB20TVLS540591019067
US0001995,C00000163,33727119,GB19DGBF669217257290
US0001996,C00000090,75087808,GB15WLJF208016326729
US0001997,C00000457,36923320,GB98DIRT815050881535
US0001998,C00000774,76945814,GB57GRQA998899365939
US0001999,C00000298,35293339,GB72IYJY281902117382
US0002000,C00000802,45836075,GB25KEIN377132635796
